customer_id,customer_type,risk_level,investment_horizon,account_open_date,portfolio_value,cash_balance
CUS000658,INDIVIDUAL,MEDIUM,MEDIUM,2015-02-28,1264832000,571483473
CUS000659,INDIVIDUAL,MEDIUM,LONG,2021-07-08,198545000,135832069
CUS000660,INDIVIDUAL,HIGH,MEDIUM,2022-05-11,132389000,47090925
CUS000661,INDIVIDUAL,HIGH,SHORT,2016-08-31,204954000,4692128
CUS000662,INDIVIDUAL,MEDIUM,MEDIUM,2022-03-14,88786000,90990872
CUS000663,INDIVIDUAL,MEDIUM,SHORT,2015-04-29,43065000,509048901
CUS000664,INDIVIDUAL,HIGH,SHORT,2021-08-27,84518000,37600882
CUS000665,INDIVIDUAL,MEDIUM,LONG,2014-02-07,8319000,32559422
CUS000666,INDIVIDUAL,HIGH,LONG,2021-07-13,91176000,158531401
CUS000667,INDIVIDUAL,MEDIUM,SHORT,2019-06-13,800616000,47526186
CUS000668,INDIVIDUAL,HIGH,SHORT,2021-06-18,34680000,23959046
CUS000669,INDIVIDUAL,LOW,MEDIUM,2022-08-25,72011000,162228367
CUS000670,INDIVIDUAL,HIGH,SHORT,2020-06-22,128420000,20989179
CUS000671,INDIVIDUAL,LOW,LONG,2020-11-27,312171000,1215000695
CUS000672,INDIVIDUAL,MEDIUM,SHORT,2021-10-11,57028000,16373921
CUS000673,INDIVIDUAL,LOW,MEDIUM,2022-01-11,28472000,3540786
CUS000674,INDIVIDUAL,MEDIUM,SHORT,2016-04-12,2263603000,368234456
CUS000675,INDIVIDUAL,HIGH,LONG,2016-06-17,0,41512358
CUS000676,INSTITUTION,LOW,SHORT,2021-04-28,8252809000,28921350670
CUS000677,INDIVIDUAL,MEDIUM,MEDIUM,2020-09-25,79570000,3646067
CUS000678,INDIVIDUAL,HIGH,MEDIUM,2019-01-28,44828000,4268877
CUS000679,INDIVIDUAL,HIGH,MEDIUM,2018-08-08,95971000,39474520
CUS000680,INDIVIDUAL,HIGH,SHORT,2021-12-01,134286000,71495095
CUS000681,INDIVIDUAL,HIGH,SHORT,2020-07-02,24052000,21455441
CUS000682,INDIVIDUAL,MEDIUM,LONG,2017-08-22,14359000,24363694
CUS000683,INDIVIDUAL,MEDIUM,SHORT,2014-12-29,781301000,697271466
CUS000684,INDIVIDUAL,MEDIUM,LONG,2014-07-20,33965000,92194151
CUS000685,INDIVIDUAL,MEDIUM,LONG,2017-12-08,134590000,257503559
CUS000686,INDIVIDUAL,HIGH,SHORT,2020-09-07,740504000,693773251
CUS000687,INDIVIDUAL,MEDIUM,LONG,2020-04-27,118309000,27493238
CUS000688,INDIVIDUAL,MEDIUM,LONG,2020-10-19,235920000,232442029
CUS000689,INDIVIDUAL,HIGH,SHORT,2021-08-27,351356000,407335591
CUS000690,INDIVIDUAL,HIGH,SHORT,2020-02-21,122852000,90838840
CUS000691,INSTITUTION,MEDIUM,LONG,2016-01-07,3451101000,488427464
CUS000692,INDIVIDUAL,HIGH,MEDIUM,2014-12-28,47008000,22649462
CUS000693,INDIVIDUAL,MEDIUM,SHORT,2021-06-02,101993000,67304931
CUS000694,INDIVIDUAL,HIGH,SHORT,2022-03-11,92839000,12842524
CUS000695,INDIVIDUAL,HIGH,SHORT,2017-01-02,100924000,296226019
CUS000696,INDIVIDUAL,HIGH,MEDIUM,2020-11-20,41967000,6448934
CUS000697,INDIVIDUAL,LOW,MEDIUM,2021-04-26,634872000,1401278304
CUS000698,INDIVIDUAL,HIGH,SHORT,2020-05-11,155107000,360803480
CUS000699,INDIVIDUAL,MEDIUM,MEDIUM,2019-06-13,316217000,243842786
CUS000700,INDIVIDUAL,LOW,LONG,2014-06-11,56088000,57332861
CUS000701,INDIVIDUAL,MEDIUM,MEDIUM,2021-04-09,229177000,427286548
CUS000702,INDIVIDUAL,MEDIUM,SHORT,2021-08-18,5565000,17240449
CUS000703,INDIVIDUAL,HIGH,SHORT,2015-10-15,365709000,498570452
CUS000704,INDIVIDUAL,MEDIUM,MEDIUM,2019-11-20,28559000,11004247
CUS000705,INDIVIDUAL,MEDIUM,MEDIUM,2014-08-14,40596000,38449284
CUS000706,INDIVIDUAL,HIGH,SHORT,2018-06-15,256898000,109783710
CUS000707,INDIVIDUAL,LOW,MEDIUM,2015-10-28,23668000,36594833
CUS000708,INDIVIDUAL,HIGH,MEDIUM,2022-09-30,690857000,184411747
CUS000709,INDIVIDUAL,MEDIUM,SHORT,2019-06-18,69377000,26852401
CUS000710,INDIVIDUAL,MEDIUM,LONG,2022-03-01,89118000,38258018
CUS000711,INDIVIDUAL,MEDIUM,SHORT,2020-01-17,25641000,8420987
CUS000712,INDIVIDUAL,LOW,LONG,2014-01-31,43624000,55786237
CUS000713,INDIVIDUAL,MEDIUM,MEDIUM,2020-03-26,281237000,93475171
CUS000714,INDIVIDUAL,HIGH,SHORT,2017-07-10,381158000,408443724
CUS000715,INDIVIDUAL,MEDIUM,MEDIUM,2021-03-31,11941000,108689356
CUS000716,INSTITUTION,HIGH,SHORT,2020-07-16,6340957000,2764442815
CUS000717,INDIVIDUAL,MEDIUM,MEDIUM,2016-09-04,94524000,494462591
CUS000718,INDIVIDUAL,HIGH,SHORT,2022-09-08,32636000,20298670
CUS000719,INDIVIDUAL,HIGH,MEDIUM,2015-06-28,45372000,96086174
CUS000720,INDIVIDUAL,HIGH,MEDIUM,2016-10-20,60209000,60352633
CUS000721,INDIVIDUAL,HIGH,SHORT,2021-12-08,38607000,10097161
CUS000722,INDIVIDUAL,MEDIUM,MEDIUM,2020-12-16,19893000,175794700
CUS000723,INDIVIDUAL,LOW,LONG,2016-12-17,929962000,905793716
CUS000724,INDIVIDUAL,LOW,LONG,2021-12-22,9690000,49613451
CUS000725,INDIVIDUAL,HIGH,SHORT,2021-10-15,128785000,26085770
CUS000726,INDIVIDUAL,MEDIUM,MEDIUM,2016-08-25,19992000,2970811
CUS000727,INSTITUTION,LOW,MEDIUM,2022-01-10,15517112000,981993139
CUS000728,INDIVIDUAL,HIGH,MEDIUM,2016-06-02,456810000,132528412
CUS000729,INSTITUTION,LOW,MEDIUM,2019-03-06,21454532000,4390825961
CUS000730,INDIVIDUAL,MEDIUM,MEDIUM,2014-06-13,89998000,94042181
CUS000731,INDIVIDUAL,MEDIUM,MEDIUM,2021-10-19,199490000,210374392
CUS000732,INDIVIDUAL,LOW,LONG,2021-05-21,90648000,337290348
CUS000733,INDIVIDUAL,HIGH,SHORT,2020-03-18,77680000,136357086
CUS000734,INSTITUTION,MEDIUM,MEDIUM,2017-09-18,12287880000,6879464301
CUS000735,INDIVIDUAL,HIGH,SHORT,2017-12-02,284091000,45544280
CUS000736,INDIVIDUAL,MEDIUM,SHORT,2016-11-02,22665000,31923080
CUS000737,INDIVIDUAL,MEDIUM,SHORT,2017-11-30,102106000,142062249
CUS000738,INDIVIDUAL,LOW,MEDIUM,2017-11-20,28937000,19387359
CUS000739,INDIVIDUAL,MEDIUM,MEDIUM,2022-03-25,6116000,12332819
CUS000740,INDIVIDUAL,LOW,SHORT,2015-07-18,79411000,55376370
CUS000741,INDIVIDUAL,MEDIUM,SHORT,2017-03-11,51908000,34336738
CUS000742,INDIVIDUAL,LOW,MEDIUM,2022-10-11,37287000,56681256
CUS000743,INDIVIDUAL,MEDIUM,MEDIUM,2014-05-30,36736000,88047819
CUS000744,INDIVIDUAL,LOW,LONG,2017-09-01,207099000,403933216
CUS000745,INDIVIDUAL,MEDIUM,SHORT,2022-03-30,445499000,83146159
CUS000746,INDIVIDUAL,LOW,MEDIUM,2016-08-15,7820000,54632947
CUS000747,INDIVIDUAL,HIGH,SHORT,2017-03-24,246201000,35507042
CUS000748,INDIVIDUAL,MEDIUM,MEDIUM,2021-05-28,145079000,25082686
CUS000749,INDIVIDUAL,HIGH,SHORT,2020-12-02,799021000,482573834
CUS000750,INDIVIDUAL,MEDIUM,SHORT,2022-01-28,90612000,54827492
CUS000751,INDIVIDUAL,MEDIUM,SHORT,2014-05-19,88181000,14638424
CUS000752,INDIVIDUAL,LOW,MEDIUM,2016-08-08,43278000,369970295
CUS000753,INDIVIDUAL,LOW,LONG,2016-06-07,130596000,51188331
CUS000754,INDIVIDUAL,LOW,MEDIUM,2022-11-18,69817000,51900584
CUS000755,INDIVIDUAL,HIGH,SHORT,2019-02-01,38262000,8062344
CUS000756,INDIVIDUAL,MEDIUM,LONG,2022-08-31,7542000,91580512
CUS000757,INDIVIDUAL,HIGH,MEDIUM,2017-09-22,1211222000,615491428
CUS000758,INDIVIDUAL,MEDIUM,LONG,2020-07-20,469417000,609023477
CUS000759,INDIVIDUAL,MEDIUM,MEDIUM,2021-07-27,556165000,184753520
CUS000760,INDIVIDUAL,MEDIUM,SHORT,2021-05-06,84753000,44225000
CUS000761,INDIVIDUAL,LOW,LONG,2022-09-08,60459000,314046773
CUS000762,INDIVIDUAL,HIGH,MEDIUM,2019-08-30,11544000,11702447
CUS000763,INDIVIDUAL,MEDIUM,SHORT,2021-08-12,188597000,28796231
CUS000764,INDIVIDUAL,HIGH,MEDIUM,2019-08-29,59294000,32215909
CUS000765,INDIVIDUAL,MEDIUM,MEDIUM,2021-07-09,40542000,6958972
CUS000766,INDIVIDUAL,MEDIUM,MEDIUM,2020-04-13,32810000,15351803
CUS000767,INDIVIDUAL,HIGH,SHORT,2016-05-23,163995000,42942683
CUS000768,INDIVIDUAL,MEDIUM,SHORT,2022-07-29,41954000,137517280
CUS000769,INDIVIDUAL,HIGH,MEDIUM,2021-09-01,37426000,9913236
CUS000770,INSTITUTION,MEDIUM,MEDIUM,2019-06-04,19349326000,2453621465
CUS000771,INDIVIDUAL,HIGH,SHORT,2022-11-01,409649000,454556001
CUS000772,INDIVIDUAL,HIGH,SHORT,2017-09-08,199154000,277019248
CUS000773,INDIVIDUAL,HIGH,SHORT,2020-08-21,169313000,23348137
CUS000774,INDIVIDUAL,HIGH,MEDIUM,2022-07-01,37976000,86026629
CUS000775,INDIVIDUAL,HIGH,SHORT,2016-08-16,24605000,6770371
CUS000776,INDIVIDUAL,MEDIUM,SHORT,2021-03-03,10192000,23618140
CUS000777,INDIVIDUAL,HIGH,LONG,2020-11-16,673552000,287469621
CUS000778,INDIVIDUAL,HIGH,SHORT,2016-10-29,280739000,31471926
CUS000779,INDIVIDUAL,MEDIUM,SHORT,2021-08-11,128555000,21418674
CUS000780,INDIVIDUAL,LOW,LONG,2016-09-13,80614000,899025344
CUS000781,INDIVIDUAL,MEDIUM,SHORT,2019-10-18,39711000,7850964
CUS000782,INSTITUTION,LOW,LONG,2021-12-28,401950000,3203711441
CUS000783,INDIVIDUAL,LOW,MEDIUM,2020-11-26,162890000,471339062
CUS000784,INDIVIDUAL,HIGH,LONG,2022-07-15,49877000,32998094
CUS000785,INDIVIDUAL,LOW,MEDIUM,2021-12-28,1265617000,1230322734
CUS000786,INDIVIDUAL,LOW,MEDIUM,2022-02-08,51411000,28424968
CUS000787,INDIVIDUAL,MEDIUM,LONG,2021-12-20,0,71612589
CUS000788,INDIVIDUAL,MEDIUM,MEDIUM,2022-05-20,45181000,102388379
CUS000789,INDIVIDUAL,MEDIUM,SHORT,2014-08-06,97632000,588338130
CUS000790,INDIVIDUAL,HIGH,SHORT,2020-06-24,44547000,80846702
CUS000791,INDIVIDUAL,HIGH,SHORT,2016-10-19,52000000,32668271
CUS000792,INDIVIDUAL,MEDIUM,MEDIUM,2021-07-23,11086000,14764999
CUS000793,INDIVIDUAL,MEDIUM,MEDIUM,2014-05-16,57961000,25409583
CUS000794,INDIVIDUAL,LOW,MEDIUM,2017-07-28,774179000,127066369
CUS000795,INDIVIDUAL,MEDIUM,MEDIUM,2020-03-19,302503000,423168503
CUS000796,INDIVIDUAL,HIGH,MEDIUM,2015-01-10,54732000,14035271
CUS000797,INSTITUTION,LOW,MEDIUM,2022-07-19,2164671000,202001518
CUS000798,INDIVIDUAL,MEDIUM,SHORT,2016-03-18,236127000,303438706
CUS000799,INDIVIDUAL,HIGH,LONG,2019-05-16,475907000,90326192
CUS000800,INDIVIDUAL,LOW,LONG,2021-07-23,25128000,365229587
CUS000801,INDIVIDUAL,MEDIUM,SHORT,2017-11-18,45794000,85007653
CUS000802,INDIVIDUAL,HIGH,SHORT,2021-10-27,7412000,7952450
CUS000803,INDIVIDUAL,MEDIUM,MEDIUM,2021-08-19,73261000,193700652
CUS000804,INDIVIDUAL,LOW,SHORT,2021-10-25,65127000,27014353
CUS000805,INDIVIDUAL,MEDIUM,LONG,2020-08-26,243225000,54632830
CUS000806,INDIVIDUAL,HIGH,MEDIUM,2021-08-10,9228000,17435729
CUS000807,INDIVIDUAL,HIGH,SHORT,2019-11-13,298324000,187486423
CUS000808,INDIVIDUAL,MEDIUM,SHORT,2021-07-22,26794000,3105425
CUS000809,INDIVIDUAL,MEDIUM,SHORT,2021-10-11,127259000,360115586
CUS000810,INSTITUTION,HIGH,SHORT,2021-08-26,1746957000,373800235
CUS000811,INDIVIDUAL,HIGH,SHORT,2017-09-13,58082000,17427525
CUS000812,INDIVIDUAL,HIGH,SHORT,2020-08-28,67180000,115126449
CUS000813,INDIVIDUAL,MEDIUM,MEDIUM,2020-06-02,261972000,95318828
CUS000814,INDIVIDUAL,LOW,LONG,2019-07-09,303157000,80834539
CUS000815,INDIVIDUAL,HIGH,LONG,2021-09-06,17161000,9426303
CUS000816,INDIVIDUAL,MEDIUM,MEDIUM,2020-12-24,239293000,36100956
CUS000817,INDIVIDUAL,LOW,SHORT,2014-03-28,617957000,441185048
CUS000818,INDIVIDUAL,HIGH,MEDIUM,2015-10-19,514845000,140414992
CUS000819,INDIVIDUAL,HIGH,SHORT,2016-01-19,138057000,24694355
CUS000820,INDIVIDUAL,LOW,MEDIUM,2022-07-20,77524000,32681593
CUS000821,INDIVIDUAL,HIGH,SHORT,2014-06-27,126855000,61199221
CUS000822,INDIVIDUAL,MEDIUM,MEDIUM,2021-03-16,142975000,29508385
CUS000823,INDIVIDUAL,HIGH,SHORT,2021-03-11,104595000,33237105
CUS000824,INDIVIDUAL,LOW,LONG,2019-08-08,221958000,216477492
CUS000825,INDIVIDUAL,MEDIUM,SHORT,2021-08-17,58355000,13226029
CUS000826,INDIVIDUAL,MEDIUM,MEDIUM,2014-09-03,33874000,132789628
CUS000827,INDIVIDUAL,MEDIUM,MEDIUM,2016-08-16,2162846000,1083295361
CUS000828,INDIVIDUAL,HIGH,SHORT,2020-05-15,258457000,46294767
CUS000829,INDIVIDUAL,MEDIUM,SHORT,2020-10-27,45733000,53851030
CUS000830,INDIVIDUAL,LOW,MEDIUM,2019-04-26,36864000,30050170
CUS000831,INDIVIDUAL,LOW,LONG,2022-10-07,2680000,36309633
CUS000832,INDIVIDUAL,HIGH,SHORT,2018-10-16,44883000,43007052
CUS000833,INSTITUTION,LOW,LONG,2020-12-08,5031723000,1718572550
CUS000834,INDIVIDUAL,MEDIUM,MEDIUM,2020-10-15,641682000,1742393426
CUS000835,INDIVIDUAL,HIGH,SHORT,2021-12-14,15970000,1828928
CUS000836,INDIVIDUAL,LOW,MEDIUM,2020-06-12,14618000,36111477
CUS000837,INDIVIDUAL,MEDIUM,MEDIUM,2019-10-01,57468000,9283296
CUS000838,INDIVIDUAL,LOW,LONG,2019-06-13,2627070000,2853165463
CUS000839,INDIVIDUAL,HIGH,SHORT,2021-05-18,64411000,193051981
CUS000840,INDIVIDUAL,LOW,MEDIUM,2019-07-10,95951000,32563524
CUS000841,INDIVIDUAL,LOW,LONG,2017-10-01,19801000,29562989
CUS000842,INDIVIDUAL,HIGH,SHORT,2020-07-31,4149000,43155953
CUS000843,INDIVIDUAL,HIGH,LONG,2021-05-19,671136000,312687274
CUS000844,INDIVIDUAL,MEDIUM,SHORT,2021-11-15,15715000,2381543
CUS000845,INSTITUTION,LOW,SHORT,2020-10-27,7519566000,16830031868
CUS000846,INDIVIDUAL,HIGH,MEDIUM,2021-09-01,139714000,19490475
CUS000847,INDIVIDUAL,MEDIUM,MEDIUM,2022-04-18,59561000,28730933
CUS000848,INDIVIDUAL,MEDIUM,MEDIUM,2022-10-11,167979000,111506764
CUS000849,INDIVIDUAL,LOW,MEDIUM,2020-10-14,212536000,74487457
CUS000850,INSTITUTION,HIGH,SHORT,2017-01-05,14384646000,1831993763
CUS000851,INDIVIDUAL,MEDIUM,MEDIUM,2019-09-06,716835000,2671019118
CUS000852,INDIVIDUAL,LOW,MEDIUM,2016-02-07,101849000,25204197
CUS000853,INDIVIDUAL,MEDIUM,MEDIUM,2021-02-04,291962000,53003064
CUS000854,INDIVIDUAL,MEDIUM,MEDIUM,2020-08-04,31924000,16482819
CUS000855,INDIVIDUAL,LOW,LONG,2014-05-29,370432000,762723647
CUS000856,INDIVIDUAL,MEDIUM,SHORT,2019-12-20,379378000,108496452
CUS000857,INDIVIDUAL,MEDIUM,SHORT,2022-08-08,5805000,57331684
CUS000858,INDIVIDUAL,HIGH,MEDIUM,2019-09-30,454869000,412911819
CUS000859,INDIVIDUAL,LOW,MEDIUM,2015-08-13,156738000,139689575
CUS000860,INDIVIDUAL,LOW,LONG,2017-01-27,57403000,47390730
CUS000861,INDIVIDUAL,HIGH,LONG,2019-03-28,19708000,37969117
CUS000862,INDIVIDUAL,MEDIUM,SHORT,2020-08-06,7692000,17927948
CUS000863,INDIVIDUAL,HIGH,MEDIUM,2021-03-19,49392000,357629262
CUS000864,INDIVIDUAL,MEDIUM,SHORT,2020-06-11,32224000,39456383
CUS000865,INDIVIDUAL,MEDIUM,LONG,2021-10-21,31604000,99686947
CUS000866,INDIVIDUAL,HIGH,SHORT,2021-05-11,109548000,54659782
CUS000867,INDIVIDUAL,MEDIUM,LONG,2020-07-22,754031000,61002856
CUS000868,INDIVIDUAL,HIGH,MEDIUM,2019-07-29,54728000,32062621
CUS000869,INDIVIDUAL,MEDIUM,SHORT,2016-11-28,166176000,446367778
CUS000870,INSTITUTION,LOW,SHORT,2021-05-11,7258989000,683981574
CUS000871,INDIVIDUAL,MEDIUM,SHORT,2017-04-17,40834000,8040507
CUS000872,INDIVIDUAL,LOW,MEDIUM,2022-04-28,232385000,258335667
CUS000873,INDIVIDUAL,MEDIUM,MEDIUM,2020-11-16,75306000,55591691
CUS000874,INDIVIDUAL,MEDIUM,MEDIUM,2017-12-17,1035718000,1077366419
CUS000875,INDIVIDUAL,MEDIUM,SHORT,2018-05-09,661196000,160459935
CUS000876,INDIVIDUAL,MEDIUM,SHORT,2020-09-11,825456000,108635312
CUS000877,INDIVIDUAL,HIGH,SHORT,2020-09-23,199931000,282721308
CUS000878,INDIVIDUAL,MEDIUM,MEDIUM,2022-04-12,73777000,93457464
CUS000879,INDIVIDUAL,LOW,MEDIUM,2019-07-22,39730000,352323965
CUS000880,INDIVIDUAL,LOW,LONG,2016-11-16,86380000,91667259
CUS000881,INDIVIDUAL,MEDIUM,LONG,2020-02-24,53396000,31123437
CUS000882,INDIVIDUAL,LOW,SHORT,2021-02-03,344280000,124767700
CUS000883,INDIVIDUAL,LOW,MEDIUM,2022-01-27,21240000,329812337
CUS000884,INDIVIDUAL,MEDIUM,LONG,2018-09-14,253691000,76765535
CUS000885,INDIVIDUAL,LOW,LONG,2021-08-04,12334000,55343419
CUS000886,INDIVIDUAL,MEDIUM,SHORT,2015-08-19,210470000,62770157
CUS000887,INDIVIDUAL,LOW,LONG,2020-07-16,68186000,40231186
CUS000888,INDIVIDUAL,LOW,LONG,2014-10-17,85198000,8961708
CUS000889,INDIVIDUAL,LOW,SHORT,2019-05-08,407392000,54479252
CUS000890,INSTITUTION,LOW,MEDIUM,2018-08-24,3187168000,296410873
CUS000891,INDIVIDUAL,MEDIUM,LONG,2020-01-10,937559000,391239596
CUS000892,INDIVIDUAL,HIGH,SHORT,2017-09-29,258016000,44804382
CUS000893,INDIVIDUAL,HIGH,SHORT,2022-09-15,30037000,185052749
CUS000894,INDIVIDUAL,MEDIUM,LONG,2020-04-09,152894000,151268950
CUS000895,INDIVIDUAL,MEDIUM,SHORT,2014-01-28,1695251000,489046856
CUS000896,INSTITUTION,MEDIUM,MEDIUM,2020-11-19,13786278000,11327303310
CUS000897,INDIVIDUAL,HIGH,MEDIUM,2021-07-27,66540000,90917471
CUS000898,INDIVIDUAL,LOW,MEDIUM,2016-02-09,170904000,54815636
CUS000899,INSTITUTION,HIGH,SHORT,2022-10-27,14274785000,176521641
CUS000900,INDIVIDUAL,MEDIUM,MEDIUM,2018-11-30,331466000,565633366
CUS000901,INDIVIDUAL,MEDIUM,MEDIUM,2017-12-16,108414000,264146878
CUS000902,INDIVIDUAL,MEDIUM,LONG,2020-06-05,61462000,161215711
CUS000903,INDIVIDUAL,MEDIUM,MEDIUM,2022-08-23,7959000,125061775
CUS000904,INDIVIDUAL,HIGH,SHORT,2022-07-15,394092000,245608760
CUS000905,INDIVIDUAL,MEDIUM,MEDIUM,2021-09-21,8215000,32583013
CUS000906,INDIVIDUAL,MEDIUM,MEDIUM,2018-02-04,89700000,23019348
CUS000907,INDIVIDUAL,MEDIUM,MEDIUM,2017-06-25,17771000,17135668
CUS000908,INDIVIDUAL,MEDIUM,MEDIUM,2018-10-03,57786000,33820243
CUS000909,INDIVIDUAL,MEDIUM,LONG,2015-12-19,159418000,85548020
CUS000910,INDIVIDUAL,MEDIUM,MEDIUM,2019-05-08,609541000,376392550
CUS000911,INDIVIDUAL,LOW,LONG,2021-06-24,52064000,76534237
CUS000912,INDIVIDUAL,HIGH,MEDIUM,2022-09-07,38214000,24907046
CUS000913,INDIVIDUAL,LOW,LONG,2021-05-05,8499000,34351266
CUS000914,INDIVIDUAL,LOW,LONG,2021-09-07,363941000,263270084
CUS000915,INDIVIDUAL,MEDIUM,SHORT,2019-09-27,231816000,21758053
CUS000916,INDIVIDUAL,LOW,LONG,2019-05-29,742360000,766968494
CUS000917,INDIVIDUAL,MEDIUM,MEDIUM,2021-01-27,829547000,1101648367
CUS000918,INDIVIDUAL,HIGH,SHORT,2019-12-31,43174000,80247640
CUS000919,INDIVIDUAL,HIGH,MEDIUM,2019-04-19,237274000,30685740
CUS000920,INSTITUTION,MEDIUM,SHORT,2020-03-20,18325850000,1265354090
CUS000921,INDIVIDUAL,LOW,LONG,2021-01-29,44623000,144539729
CUS000922,INDIVIDUAL,HIGH,SHORT,2015-03-02,403342000,1565269379
CUS000923,INDIVIDUAL,MEDIUM,SHORT,2020-07-28,712390000,302202629
CUS000924,INSTITUTION,LOW,MEDIUM,2015-11-11,31173741000,32870582649
CUS000925,INDIVIDUAL,MEDIUM,MEDIUM,2022-10-07,47470000,7515859
CUS000926,INDIVIDUAL,HIGH,SHORT,2014-12-04,18810000,12815693
CUS000927,INDIVIDUAL,HIGH,SHORT,2017-03-04,1047105000,836965615
CUS000928,INDIVIDUAL,MEDIUM,LONG,2022-02-22,14226000,5997683
CUS000929,INSTITUTION,LOW,MEDIUM,2017-08-05,7248837000,8541270085
CUS000930,INDIVIDUAL,MEDIUM,SHORT,2022-06-10,49801000,17638803
CUS000931,INDIVIDUAL,HIGH,SHORT,2022-09-30,186065000,26066518
CUS000932,INDIVIDUAL,MEDIUM,LONG,2022-07-01,236581000,42451205
CUS000933,INDIVIDUAL,HIGH,SHORT,2019-03-08,677793000,70623074
CUS000934,INDIVIDUAL,HIGH,SHORT,2019-05-21,20707000,70509792
CUS000935,INDIVIDUAL,MEDIUM,LONG,2021-01-25,71159000,228089166
CUS000936,INDIVIDUAL,MEDIUM,SHORT,2019-03-18,55260000,23485166
CUS000937,INDIVIDUAL,HIGH,SHORT,2017-08-25,120572000,23307828
CUS000938,INDIVIDUAL,HIGH,MEDIUM,2020-03-13,723500000,94085235
CUS000939,INDIVIDUAL,HIGH,SHORT,2015-03-17,85388000,106844176
CUS000940,INDIVIDUAL,HIGH,LONG,2021-03-16,169069000,303047079
CUS000941,INDIVIDUAL,HIGH,SHORT,2022-07-28,0,86312174
CUS000942,INDIVIDUAL,MEDIUM,MEDIUM,2021-04-08,411431000,115092249
CUS000943,INDIVIDUAL,MEDIUM,MEDIUM,2021-12-29,42506000,16180601
CUS000944,INDIVIDUAL,LOW,MEDIUM,2022-11-09,353912000,467890444
CUS000945,INDIVIDUAL,HIGH,MEDIUM,2020-09-22,140608000,150769171
CUS000946,INDIVIDUAL,MEDIUM,MEDIUM,2015-05-12,327521000,58287053
CUS000947,INDIVIDUAL,HIGH,MEDIUM,2019-04-25,504709000,315579360
CUS000948,INDIVIDUAL,HIGH,SHORT,2015-07-28,126864000,153518612
CUS000949,INDIVIDUAL,MEDIUM,MEDIUM,2022-07-08,78973000,96411254
CUS000950,INDIVIDUAL,MEDIUM,MEDIUM,2016-08-20,185445000,3921323
CUS000951,INDIVIDUAL,HIGH,MEDIUM,2022-08-12,330414000,28076066
CUS000952,INDIVIDUAL,HIGH,MEDIUM,2014-07-26,765831000,270511321
CUS000953,INDIVIDUAL,HIGH,SHORT,2021-06-18,80543000,46322574
CUS000954,INDIVIDUAL,MEDIUM,MEDIUM,2020-09-07,7135000,25076383
CUS000955,INDIVIDUAL,HIGH,SHORT,2017-08-17,105594000,146292745
CUS000956,INDIVIDUAL,HIGH,MEDIUM,2014-01-04,428041000,154368865
CUS000957,INDIVIDUAL,MEDIUM,SHORT,2022-08-25,1788000,24099588
CUS000958,INDIVIDUAL,MEDIUM,SHORT,2021-08-25,10478000,360828994
CUS000959,INDIVIDUAL,HIGH,SHORT,2015-12-04,125003000,41367210
CUS000960,INDIVIDUAL,MEDIUM,SHORT,2020-06-12,15533000,7483231
CUS000961,INDIVIDUAL,LOW,LONG,2020-11-25,273353000,196638712
CUS000962,INDIVIDUAL,HIGH,SHORT,2021-07-29,87970000,134421438
CUS000963,INDIVIDUAL,MEDIUM,LONG,2021-08-30,50168000,27541644
CUS000964,INDIVIDUAL,HIGH,SHORT,2019-10-17,36459000,4579102
CUS000965,INDIVIDUAL,MEDIUM,MEDIUM,2022-05-05,64788000,33712586
CUS000966,INDIVIDUAL,LOW,LONG,2021-10-25,12655000,37574947
CUS000967,INSTITUTION,MEDIUM,LONG,2018-09-08,888069000,648228147
CUS000968,INDIVIDUAL,MEDIUM,MEDIUM,2014-12-16,1046338000,79708925
CUS000969,INDIVIDUAL,HIGH,MEDIUM,2022-02-17,39164000,22535626
CUS000970,INDIVIDUAL,LOW,MEDIUM,2016-03-21,359576000,147655903
CUS000971,INDIVIDUAL,MEDIUM,MEDIUM,2022-03-18,26451000,126051064
CUS000972,INDIVIDUAL,MEDIUM,LONG,2018-12-22,1551572000,1588512782
CUS000973,INDIVIDUAL,HIGH,SHORT,2021-05-20,58571000,43757209
CUS000974,INDIVIDUAL,LOW,MEDIUM,2019-12-12,1987373000,2056425885
CUS000975,INDIVIDUAL,MEDIUM,MEDIUM,2021-06-22,91538000,9330462
CUS000976,INSTITUTION,LOW,LONG,2022-03-11,173807000,1225435380
CUS000977,INDIVIDUAL,HIGH,SHORT,2021-05-06,104513000,26545056
CUS000978,INSTITUTION,LOW,SHORT,2020-10-13,8225050000,1848990736
CUS000979,INDIVIDUAL,HIGH,MEDIUM,2020-11-25,7352000,14541177
CUS000980,INDIVIDUAL,HIGH,MEDIUM,2015-06-17,155814000,58489073
CUS000981,INSTITUTION,MEDIUM,SHORT,2016-02-05,23902102000,6067349856
CUS000982,INDIVIDUAL,HIGH,MEDIUM,2021-11-26,301919000,281955599
CUS000983,INDIVIDUAL,LOW,SHORT,2021-02-25,41286000,298848051
CUS000984,INDIVIDUAL,MEDIUM,MEDIUM,2021-11-18,79484000,18121803
CUS000985,INDIVIDUAL,HIGH,MEDIUM,2015-01-24,191918000,103192379
CUS000986,INDIVIDUAL,HIGH,SHORT,2022-04-21,258679000,9489252
CUS000987,INDIVIDUAL,LOW,LONG,2016-08-13,672364000,484030722
