snapshot_date,customer_id,stock_code,quantity,avg_cost,market_value
2021-04-29,CUS000245,VNP,1800,5528.28,15588000
2021-04-29,CUS000245,PFL,6700,2443.66,23919000
2021-04-29,CUS000245,HAR,29900,4196.28,170131000
2021-04-29,CUS000245,NSC,500,51587.26,26665000
2021-04-29,CUS000245,TLH,13400,4977.46,175272000
2021-04-29,CUS000245,HTN,4000,11887.81,56320000
2021-04-29,CUS000245,SSI,18200,10585.85,192920000
2021-04-29,CUS000245,PVD,15600,9704.53,132600000
2021-04-29,CUS000245,KBC,10900,30669.97,306399000
2021-04-29,CUS000245,THD,1100,169537.56,187440000
2021-04-29,CUS000245,CTG,11500,16855.24,214705000
2021-04-29,CUS000245,API,9900,10315.45,122463000
2021-04-29,CUS000245,SPI,13300,9263.88,238070000
2021-04-29,CUS000245,BFC,14100,14541.78,198528000
2021-04-29,CUS000245,HAP,12400,9273.89,120156000
2021-04-29,CUS000245,HHP,17900,13510.24,177031000
2021-04-29,CUS000245,GVR,6000,23835.7,142200000
2021-04-29,CUS000246,DIG,5800,15667.95,88682000
2021-04-29,CUS000246,PLC,4000,23732.3,82840000
2021-04-29,CUS000247,TTB,700,6930.38,4543000
2021-04-29,CUS000247,VNH,1100,6039.05,5170000
2021-04-29,CUS000248,ADG,400,51036.44,20604000
2021-04-29,CUS000248,FRT,500,12548.8,5895000
2021-04-29,CUS000248,PET,1100,10065.08,12078000
2021-04-29,CUS000248,VNH,14300,4772.39,67210000
2021-04-29,CUS000248,WSS,4400,9013.5,33000000
2021-04-29,CUS000248,CAP,700,14852.25,10227000
2021-04-29,CUS000248,HQC,8500,4096.14,32980000
2021-04-29,CUS000249,DCM,35000,6207.87,391300000
2021-04-29,CUS000249,YBM,3000,7040.55,12810000
2021-04-29,CUS000249,PLX,500,48522.68,20875000
2021-04-29,CUS000249,PDR,2100,18808.17,90363000
2021-04-29,CUS000249,CVT,500,42683.93,21650000
2021-04-29,CUS000252,GMC,1100,26289.38,21549000
2021-04-29,CUS000252,SPI,5700,20220.81,102030000
2021-04-29,CUS000252,FID,6500,4644.07,27300000
2021-04-29,CUS000252,ACM,17100,3535.3,64980000
2021-04-29,CUS000253,VEF,900,81206.16,71568000
2021-04-29,CUS000253,SKG,6000,8754.54,58320000
2021-04-29,CUS000253,HNG,49900,12655.91,573850000
2021-04-29,CUS000253,NDN,47100,8596.64,713094000
2021-04-29,CUS000253,VRE,99000,30692.44,3059100000
2021-04-29,CUS000253,DLG,468000,2003.97,1506960000
2021-04-29,CUS000253,STB,51400,12808.83,1228460000
2021-04-29,CUS000253,QCG,800,5899.3,6400000
2021-04-29,CUS000253,SAB,2100,59709.43,128310000
2021-04-29,CUS000253,HND,4900,11374.43,68845000
2021-04-29,CUS000253,MSN,4500,54547.64,361575000
2021-04-29,CUS000253,GAS,600,38928.31,32622000
2021-04-29,CUS000253,FMC,23500,19857.48,593610000
2021-04-29,CUS000253,HPX,23000,20489.43,674360000
2021-04-29,CUS000253,DHT,4800,17516.03,71136000
2021-04-29,CUS000253,S99,36800,13350.0,682640000
2021-04-29,CUS000253,SZC,62800,15813.68,1279236000
2021-04-29,CUS000253,PLX,13500,42593.79,563625000
2021-04-29,CUS000253,HT1,63100,14570.78,887186000
2021-04-29,CUS000253,SLS,2000,44301.15,167480000
2021-04-29,CUS000253,HTN,2200,8863.27,30976000
2021-04-29,CUS000253,CTR,12100,29123.95,508200000
2021-04-29,CUS000253,HDG,9300,11497.22,143499000
2021-04-29,CUS000253,MWG,7200,37630.11,319608000
2021-04-29,CUS000253,CTS,48100,5237.85,274651000
2021-04-29,CUS000253,PVP,51400,9020.57,435358000
2021-04-29,CUS000253,LDG,42700,7711.55,303170000
2021-04-29,CUS000253,EIB,19300,12749.09,344312000
2021-04-29,CUS000253,TNT,8800,3214.82,72160000
2021-04-29,CUS000253,PAN,48100,20298.72,895622000
2021-04-29,CUS000253,TCM,10600,36885.25,574520000
2021-04-29,CUS000253,CKG,61000,9904.83,614270000
2021-04-29,CUS000253,EVS,15500,9208.76,158875000
2021-04-29,CUS000253,VRC,22500,10295.42,200250000
2021-04-29,CUS000253,CTG,38000,18728.05,709460000
2021-04-29,CUS000253,HAX,15600,9123.79,160836000
2021-04-29,CUS000253,C47,31800,9033.53,259170000
2021-04-29,CUS000253,VGI,16100,32729.02,490567000
2021-04-29,CUS000253,LCG,41200,7220.81,304880000
2021-04-29,CUS000254,TPB,600,6690.02,5688000
2021-04-29,CUS000254,KBC,1200,27755.57,33732000
2021-04-29,CUS000254,REE,2600,25246.15,64454000
2021-04-29,CUS000254,NLG,400,26870.24,10956000
2021-04-29,CUS000254,VNH,18400,4552.85,86480000
2021-04-29,CUS000254,STB,700,21676.75,16730000
2021-04-29,CUS000254,HVN,4500,20480.67,81225000
2021-04-29,CUS000254,DLG,7500,3645.46,24150000
2021-04-29,CUS000254,VJC,600,97125.47,57642000
2021-04-29,CUS000254,VNB,1000,16705.02,16680000
2021-04-29,CUS000255,HBC,8600,16297.43,119970000
2021-04-29,CUS000255,SPI,1200,18172.93,21480000
2021-04-29,CUS000256,CDO,6600,2243.36,20460000
2021-04-29,CUS000256,GMC,1300,28682.96,25467000
2021-04-29,CUS000256,D2D,1500,30295.38,41880000
2021-04-29,CUS000256,VC7,5900,9344.0,56581000
2021-04-29,CUS000256,ABS,1600,52829.12,96144000
2021-04-29,CUS000256,LCM,50300,2443.66,144864000
2021-04-29,CUS000257,CMG,1500,14513.07,22035000
2021-04-29,CUS000257,VNA,1300,1781.44,4212000
2021-04-29,CUS000257,CSC,200,13950.9,3616000
2021-04-29,CUS000257,TPB,1300,6231.64,12324000
2021-04-29,CUS000257,DGW,500,10645.94,11020000
2021-04-29,CUS000257,PVS,400,9714.55,5628000
2021-04-29,CUS000257,GVR,200,12949.4,4740000
2021-04-29,CUS000257,PFL,2200,2410.43,7854000
2021-04-29,CUS000257,TCB,200,15207.78,3794000
2021-04-29,CUS000257,VNE,200,6389.57,1380000
2021-04-29,CUS000257,TNT,300,6760.12,2460000
2021-04-29,CUS000257,HAG,100,5838.74,544000
2021-04-29,CUS000257,TNG,100,12228.32,1085000
2021-04-29,CUS000260,HHG,21200,3915.86,103880000
2021-04-29,CUS000260,SPI,1200,17716.53,21480000
2021-04-29,CUS000261,HVN,4200,19358.99,75810000
2021-04-29,CUS000261,NBC,8000,5729.08,46400000
2021-04-29,CUS000261,ITA,8500,7260.88,61710000
2021-04-29,CUS000261,VIP,15100,5558.32,79728000
2021-04-29,CUS000261,ACM,11100,3405.1,42180000
2021-04-29,CUS000262,HTN,1200,8683.0,16896000
2021-04-29,CUS000262,VNM,100,79469.02,6914000
2021-04-29,CUS000262,HQC,8600,4396.59,33368000
2021-04-29,CUS000262,TPB,4100,9524.26,38868000
2021-04-29,CUS000263,HTC,200,12365.19,3076000
2021-04-29,CUS000263,SBA,400,10465.68,4256000
2021-04-29,CUS000263,GEG,200,13383.38,2588000
2021-04-29,CUS000263,POW,300,10920.64,3003000
2021-04-29,CUS000263,MFS,100,23395.04,1934000
2021-04-29,CUS000263,G36,200,11196.77,1938000
2021-04-29,CUS000263,TVC,200,11907.83,2354000
2021-04-29,CUS000264,SPI,8300,7110.9,148570000
2021-04-29,CUS000264,BVH,2000,52909.25,99060000
2021-04-29,CUS000264,HSG,5700,16452.19,96900000
2021-04-29,CUS000264,GVR,1000,27350.97,23700000
2021-04-29,CUS000264,DCM,1900,11977.94,21242000
2021-04-29,CUS000264,VAF,3800,7731.58,27588000
2021-04-29,CUS000264,FPT,2000,30896.28,62760000
2021-04-29,CUS000264,PHR,2200,25037.5,48686000
2021-04-29,CUS000264,PVL,9700,4466.69,34920000
2021-04-29,CUS000264,TNH,4500,9504.24,41985000
2021-04-29,CUS000265,STB,200,21152.93,4780000
2021-04-29,CUS000265,THD,200,156975.11,34080000
2021-04-29,CUS000265,HND,1200,15242.83,16860000
2021-04-29,CUS000265,SSI,1200,11097.42,12720000
2021-04-29,CUS000265,SBS,1000,9293.92,7700000
2021-04-29,CUS000265,ACB,1300,10726.07,14573000
2021-04-29,CUS000265,TGG,1800,4026.03,6750000
2021-04-29,CUS000266,VEC,200,15793.66,2000000
2021-04-29,CUS000266,SCI,2800,22195.5,105000000
2021-04-29,CUS000266,LHG,1800,20310.42,46008000
2021-04-29,CUS000266,VOS,1700,4106.15,6069000
2021-04-29,CUS000266,TLG,500,24106.1,11325000
2021-04-29,CUS000266,TVS,1100,8582.85,9328000
2021-04-29,CUS000266,DTA,2100,10165.23,20139000
2021-04-29,CUS000267,PET,1200,8693.02,13176000
2021-04-29,CUS000267,ACM,7000,1832.74,26600000
2021-04-29,CUS000267,RIC,800,37806.62,16640000
2021-04-29,CUS000267,HU4,2300,13490.2,29233000
2021-04-29,CUS000267,PVM,400,22724.03,6816000
2021-04-29,CUS000267,TEG,1200,10515.75,13356000
2021-04-29,CUS000268,DTA,1300,11917.85,12467000
2021-04-29,CUS000268,SIP,900,49951.48,42705000
2021-04-29,CUS000268,STB,1400,22934.35,33460000
2021-04-29,CUS000268,PVV,3400,3284.92,10540000
2021-04-29,CUS000268,MST,3200,9704.53,33088000
2021-04-29,CUS000268,VPB,1000,16024.0,18730000
2021-04-29,CUS000268,TPB,4400,9364.02,41712000
2021-04-29,CUS000269,DPM,4600,5510.82,31510000
2021-04-29,CUS000269,MBG,1100,4356.52,7304000
2021-04-29,CUS000269,AGG,900,17302.58,20349000
2021-04-29,CUS000269,NTL,600,6997.15,5022000
2021-04-29,CUS000269,PVC,900,8362.52,6282000
2021-04-29,CUS000269,VRE,200,34015.95,6180000
2021-04-29,CUS000270,PHR,3300,24131.6,73029000
2021-04-29,CUS000270,AAV,1400,12448.65,17668000
2021-04-29,CUS000270,PLP,10300,9364.02,92803000
2021-04-29,CUS000270,HHP,3800,11887.81,37582000
2021-04-29,CUS000270,HPG,2100,21432.1,45822000
2021-04-29,CUS000270,NHH,1400,42974.36,62790000
2021-04-29,CUS000274,AAV,100,12628.92,1262000
2021-04-29,CUS000274,EIB,300,13209.78,5352000
2021-04-29,CUS000274,NLG,100,26820.17,2739000
2021-04-29,CUS000274,TNT,800,5297.94,6560000
2021-04-29,CUS000274,PVV,700,3314.97,2170000
2021-04-29,CUS000274,SAV,100,20040.01,1308000
2021-04-29,CUS000274,HAG,400,6149.21,2176000
2021-04-29,CUS000274,CTF,100,14251.34,1466000
2021-04-29,CUS000275,VGI,5100,39509.18,155397000
2021-04-29,CUS000275,GVR,200,26755.07,4740000
2021-04-29,CUS000275,GIL,900,32839.18,32094000
2021-04-29,CUS000275,SBS,2500,7150.71,19250000
2021-04-29,CUS000275,SVN,3400,4066.09,15300000
2021-04-29,CUS000275,SAV,500,15907.16,6540000
2021-04-29,CUS000275,CAP,700,15424.53,10227000
2021-04-29,CUS000275,TNS,2000,6589.87,11000000
2021-04-29,CUS000276,GMD,200,24266.35,4920000
2021-04-29,CUS000277,GMD,8100,23621.18,199260000
2021-04-29,CUS000277,ITA,15800,6546.51,114708000
2021-04-29,CUS000277,VOS,14900,2994.49,53193000
2021-04-29,CUS000277,THD,600,185457.77,102240000
2021-04-29,CUS000277,PVT,4400,10665.98,42152000
2021-04-29,CUS000277,IJC,8900,16154.19,114810000
2021-04-29,CUS000277,MSN,800,74421.46,64280000
2021-04-29,CUS000277,HAP,17600,11213.67,170544000
2021-04-29,CUS000277,TNG,4600,12719.05,49910000
2021-04-29,CUS000277,C4G,21200,6479.7,133984000
2021-04-29,CUS000277,NAF,4200,16895.31,71778000
2021-04-29,CUS000279,D11,500,17452.59,9600000
2021-04-29,CUS000279,BSR,7500,9534.28,62250000
2021-04-29,CUS000279,CTS,55600,6910.35,317476000
2021-04-29,CUS000279,EVE,2800,11066.58,31024000
2021-04-29,CUS000280,PTL,1900,6069.09,10830000
2021-04-29,CUS000280,PHR,1000,23264.85,22130000
2021-04-29,CUS000280,CVT,600,40240.27,25980000
2021-04-29,CUS000280,NHA,3400,9394.07,47736000
2021-04-29,CUS000280,HPG,3100,15663.46,67642000
2021-04-29,CUS000280,GVR,600,27471.15,14220000
2021-04-29,CUS000280,CKG,5800,10615.9,58406000
2021-04-29,CUS000280,NTC,300,217085.14,50946000
2021-04-29,CUS000280,NVT,5300,10225.32,48230000
2021-04-29,CUS000280,TCM,1000,55893.71,54200000
2021-04-29,CUS000280,API,3300,10906.33,40821000
2021-04-29,CUS000280,BCM,1000,52478.6,52140000
2021-04-29,CUS000280,SBT,3600,16354.5,52308000
2021-04-29,CUS000285,AAA,600,8422.61,8034000
2021-04-29,CUS000285,L14,100,30926.32,5920000
2021-04-29,CUS000285,SNZ,100,26149.17,2575000
2021-04-29,CUS000285,FPT,1700,25480.52,53346000
2021-04-29,CUS000285,MFS,400,18527.75,7736000
2021-04-29,CUS000285,HAG,1500,5678.51,8160000
2021-04-29,CUS000285,HOM,600,5511.59,3180000
2021-04-29,CUS000285,SSI,500,10826.22,5300000
2021-04-29,CUS000285,TLH,700,13069.58,9156000
2021-04-29,CUS000285,ABS,200,60180.14,12018000
2021-04-29,CUS000286,NT2,7300,13460.16,114391000
2021-04-29,CUS000286,SHB,6800,5438.15,73304000
2021-04-29,CUS000286,HSG,6400,8192.27,108800000
2021-04-29,CUS000286,TDP,2800,17396.06,38388000
2021-04-29,CUS000286,KBC,2300,29023.47,64653000
2021-04-29,CUS000286,HII,8200,13570.33,115866000
2021-04-29,CUS000286,G36,22400,12488.7,217056000
2021-04-29,CUS000286,THG,300,22213.27,7173000
2021-04-29,CUS000288,HSG,1500,14151.86,25500000
2021-04-29,CUS000288,GVR,200,29223.77,4740000
2021-04-29,CUS000288,PLP,3200,9664.48,28832000
2021-04-29,CUS000288,HU4,2300,17598.1,29233000
2021-04-29,CUS000288,BRC,100,8943.4,756000
2021-04-29,CUS000288,SHS,300,9994.97,2619000
2021-04-29,CUS000288,VHD,100,14832.22,1410000
2021-04-29,CUS000289,FRT,1200,13201.44,14148000
2021-04-29,CUS000289,IJC,1000,12989.45,12900000
2021-04-29,CUS000289,NLG,300,26399.54,8217000
2021-04-29,CUS000289,HAP,600,11136.68,5814000
2021-04-29,CUS000289,BVG,700,6219.31,3689000
2021-04-29,CUS000289,BSR,300,8012.0,2490000
2021-04-29,CUS000291,D11,400,17051.0,7680000
2021-04-29,CUS000291,DID,3900,11136.99,28899000
2021-04-29,CUS000291,ART,3300,8517.3,27390000
2021-04-29,CUS000291,VNH,2300,5828.73,10810000
2021-04-29,CUS000291,TCB,400,19188.74,7588000
2021-04-29,CUS000291,TNT,5100,8132.18,41820000
2021-04-29,CUS000292,C4G,2600,6970.44,16432000
2021-04-29,CUS000292,SHB,3700,6846.47,39886000
2021-04-29,CUS000292,NVL,400,43334.9,27592000
2021-04-29,CUS000292,NCT,200,45317.88,9000000
2021-04-29,CUS000292,ACB,2000,10796.17,22420000
2021-04-29,CUS000292,TCH,2200,11360.65,23430000
2021-04-29,CUS000292,VCI,1300,12925.91,16016000
2021-04-29,CUS000292,THD,100,177405.71,17040000
2021-04-29,CUS000292,VRE,500,33990.91,15450000
2021-04-29,CUS000292,HHG,2900,5107.65,14210000
2021-04-29,CUS000292,KBC,600,26659.93,16866000
2021-04-29,CUS000292,HPG,800,20841.22,17456000
2021-04-29,CUS000296,CTG,11800,15106.31,220306000
2021-04-29,CUS000296,L35,300,14631.92,1740000
2021-04-29,CUS000296,APG,6900,6149.21,37398000
2021-04-29,CUS000296,VNM,200,85117.49,13828000
2021-04-29,CUS000296,KDH,400,20520.74,8720000
2021-04-29,CUS000296,ACB,19200,9625.46,215232000
2021-04-29,CUS000296,NTC,200,203975.51,33964000
2021-04-29,CUS000296,RIC,900,30462.29,18720000
2021-04-29,CUS000296,ACM,16200,1922.88,61560000
2021-04-29,CUS000296,IDC,2300,19549.28,39215000
2021-04-29,CUS000296,DLG,10600,4176.26,34132000
2021-04-29,CUS000296,NVL,1200,57025.41,82776000
2021-04-29,CUS000296,AGG,1100,22663.94,24871000
2021-04-29,CUS000296,LPB,900,8723.07,7929000
2021-04-29,CUS000297,TTZ,200,4785.35,680000
2021-04-29,CUS000297,BSR,1100,6413.36,9130000
2021-04-29,CUS000297,PXI,3400,3990.09,13260000
2021-04-29,CUS000297,APH,100,38918.29,4290000
2021-04-29,CUS000297,SWC,200,20971.41,4876000
2021-04-29,CUS000297,DLG,5000,2974.45,16100000
2021-04-29,CUS000297,VTP,400,33400.03,12428000
2021-04-29,CUS000297,G36,4800,9200.03,46512000
2021-04-29,CUS000297,AMS,3500,10355.51,35805000
2021-04-29,CUS000298,SIP,400,48212.21,18980000
2021-04-29,CUS000298,SBS,3100,5087.62,23870000
2021-04-29,CUS000298,ART,2000,7629.43,16600000
2021-04-29,CUS000298,ACB,700,9183.75,7847000
2021-04-29,CUS000298,VNH,2900,2285.49,13630000
2021-04-29,CUS000298,API,300,10983.12,3711000
2021-04-29,CUS000298,CTG,200,19258.85,3734000
2021-04-29,CUS000299,ITD,400,6310.7,3160000
2021-04-29,CUS000299,DIC,1000,2463.69,2200000
2021-04-29,CUS000299,LDG,400,4737.1,2840000
2021-04-29,CUS000299,DBC,200,7411.1,2966000
2021-04-29,CUS000299,FRT,100,9153.71,1179000
2021-04-29,CUS000299,DVN,600,8798.18,8004000
2021-04-29,CUS000299,FIT,200,8312.45,1936000
2021-04-29,CUS000299,ASM,700,4636.94,5691000
2021-04-29,CUS000299,CKG,700,10555.81,7049000
2021-04-29,CUS000299,PVD,400,10195.27,3400000
2021-04-29,CUS000299,JVC,900,5087.62,4311000
2021-04-29,CUS000300,DDG,400,18552.79,8524000
2021-04-29,CUS000300,MST,3200,6050.31,33088000
2021-04-29,CUS000300,CII,100,19198.76,1573000
2021-04-29,CUS000300,JVC,1800,5608.4,8622000
2021-04-29,CUS000300,STB,100,22303.4,2390000
2021-04-29,CUS000300,TNT,500,8072.09,4100000
2021-04-29,CUS000301,DCL,1100,24473.9,33880000
2021-04-29,CUS000301,DXG,400,7371.04,5564000
2021-04-29,CUS000301,BID,300,19679.47,6531000
2021-04-29,CUS000301,TCB,400,16514.74,7588000
2021-04-29,CUS000301,PDR,1500,27461.13,64545000
2021-04-29,CUS000301,VPI,1200,21632.4,26760000
2021-04-29,CUS000301,LPB,3500,6379.56,30835000
2021-04-29,CUS000304,VIG,4700,4106.15,28670000
2021-04-29,CUS000304,ABS,400,31667.43,24036000
2021-04-29,CUS000304,API,1100,10591.32,13607000
2021-04-29,CUS000304,SPI,1100,18387.54,19690000
2021-04-29,CUS000304,HHG,2300,4979.2,11270000
2021-04-29,CUS000305,VIC,200,55913.75,11644000
2021-04-29,CUS000306,TRC,200,7371.04,1482000
2021-04-29,CUS000306,PPC,500,13104.07,8120000
2021-04-29,CUS000306,CCL,2800,5420.98,23492000
2021-04-29,CUS000306,POW,4300,11511.66,43043000
2021-04-29,CUS000306,REE,1800,25490.76,44622000
2021-04-29,CUS000306,VNB,400,23347.47,6672000
2021-04-29,CUS000306,IDC,300,20721.03,5115000
2021-04-29,CUS000307,HVN,1900,19807.03,34295000
2021-04-29,CUS000307,STH,700,13550.3,9660000
2021-04-29,CUS000307,VNG,4900,14552.41,62720000
2021-04-29,CUS000307,ABC,400,14101.12,5524000
2021-04-29,CUS000307,FRT,2900,11917.85,34191000
2021-04-29,CUS000307,NHA,1100,10906.33,15444000
2021-04-29,CUS000307,ACV,1700,46389.48,74868000
2021-04-29,CUS000307,PVS,3000,16935.37,42210000
2021-04-29,CUS000307,MWG,1000,41882.73,44390000
2021-04-29,CUS000307,HAR,3700,6329.48,21053000
2021-04-29,CUS000307,GMD,4400,24024.16,108240000
2021-04-29,CUS000307,VRE,300,34942.33,9270000
2021-04-29,CUS000309,HVH,400,7431.13,3060000
2021-04-29,CUS000309,S99,100,19529.25,1855000
2021-04-29,CUS000309,PNJ,100,43565.25,4419000
2021-04-29,CUS000310,HAG,9300,5844.25,50592000
2021-04-29,CUS000310,GVR,9600,19698.46,227520000
2021-04-29,CUS000310,AFX,4700,12408.58,62040000
2021-04-29,CUS000310,C47,5300,8763.12,43195000
2021-04-29,CUS000310,VC7,4000,10515.75,38360000
2021-04-29,CUS000310,PVL,24200,4436.65,87120000
2021-04-29,CUS000311,FPT,1400,23196.89,43932000
2021-04-29,CUS000311,CTD,100,46319.38,4188000
2021-04-29,CUS000311,SBS,500,6880.31,3850000
2021-04-29,CUS000311,CMT,300,8372.54,4716000
2021-04-29,CUS000311,HU4,100,17095.6,1271000
2021-04-29,CUS000313,DIG,1300,14261.36,19877000
2021-04-29,CUS000313,EVG,3000,8082.1,25170000
2021-04-29,CUS000313,TNG,1300,13370.02,14105000
2021-04-29,CUS000313,NHA,3400,18888.29,47736000
2021-04-29,CUS000313,RIC,600,20981.42,12480000
2021-04-29,CUS000313,TNT,11700,8332.48,95940000
2021-04-29,CUS000313,LCG,5800,7421.11,42920000
2021-04-29,CUS000313,CIG,1700,9063.58,15300000
2021-04-29,CUS000314,HSG,6200,13752.4,105400000
2021-04-29,CUS000314,LDG,12500,7399.09,88750000
2021-04-29,CUS000314,TEG,7900,9997.25,87927000
2021-04-29,CUS000314,KBC,1000,29223.77,28110000
2021-04-29,CUS000314,NVL,1100,48793.08,75878000
2021-04-29,CUS000314,HNG,4300,13229.82,49450000
2021-04-29,CUS000314,HQC,4200,4556.82,16296000
2021-04-29,CUS000314,QCG,1100,8122.16,8800000
2021-04-29,CUS000314,TSC,1100,8642.94,10582000
2021-04-29,CUS000317,VGI,700,37400.3,21329000
2021-04-29,CUS000317,MFS,600,19899.81,11604000
2021-04-29,CUS000317,DPM,1800,6880.31,12330000
2021-04-29,CUS000318,DRC,1400,15523.25,21014000
2021-04-29,CUS000318,MSB,7100,6597.49,48564000
2021-04-29,CUS000318,MBB,1300,7916.07,10556000
2021-04-29,CUS000318,HPX,500,28656.25,14660000
2021-04-29,CUS000318,DGC,600,19779.62,11712000
2021-04-29,CUS000320,ITA,5300,6009.0,38478000
2021-04-29,CUS000320,APS,6000,8214.64,57540000
2021-04-29,CUS000320,ABS,300,29333.94,18027000
2021-04-29,CUS000320,SHS,1000,8793.17,8730000
2021-04-29,CUS000320,BID,1600,24176.21,34832000
2021-04-29,CUS000320,VNH,10200,5662.01,47940000
2021-04-29,CUS000320,PC1,5500,11767.62,68090000
2021-04-29,CUS000320,BVS,1700,18006.97,30379000
2021-04-29,CUS000321,VIG,900,5106.54,5490000
2021-04-29,CUS000321,TNT,400,6129.18,3280000
2021-04-29,CUS000321,STB,100,22513.72,2390000
2021-04-29,CUS000321,MBS,400,7050.56,2552000
2021-04-29,CUS000321,ACM,2800,3154.72,10640000
2021-04-29,CUS000321,PVS,200,13865.77,2814000
2021-04-29,CUS000323,TDH,3500,7671.49,23940000
2021-04-29,CUS000323,SCL,2000,7401.09,13080000
2021-04-29,CUS000323,TTN,1500,7621.41,10440000
2021-04-29,CUS000323,DLG,64500,3725.58,207690000
2021-04-29,CUS000324,TNG,2800,6730.08,30380000
2021-04-29,CUS000324,TSC,5500,3164.74,52910000
2021-04-29,CUS000324,MBB,103600,5079.48,841232000
2021-04-29,CUS000324,AAA,55800,10295.42,747162000
2021-04-29,CUS000324,BTP,9200,9195.73,87308000
2021-04-29,CUS000324,HPG,60100,8132.18,1311382000
2021-04-29,CUS000324,LIX,200,18647.93,4194000
2021-04-29,CUS000324,CTF,5600,12618.9,82096000
2021-04-29,CUS000324,TTB,49600,4747.11,321904000
2021-04-29,CUS000324,FIT,4500,8492.72,43560000
2021-04-29,CUS000324,TCM,26000,24316.42,1409200000
2021-04-29,CUS000324,BID,12800,24106.1,278656000
2021-04-29,CUS000324,CTP,9700,6509.75,58200000
2021-04-29,CUS000324,TAR,14800,18938.37,237688000
2021-04-29,CUS000324,BVH,10800,54231.22,534924000
2021-04-29,CUS000324,HCD,100400,3204.8,270076000
2021-04-29,CUS000325,ITC,1400,10355.51,16366000
2021-04-29,CUS000325,HAX,3600,5027.53,37116000
2021-04-29,CUS000325,PFL,22800,2393.59,81396000
2021-04-29,CUS000325,HTN,3100,10555.81,43648000
2021-04-29,CUS000325,MPC,600,12038.03,8856000
2021-04-29,CUS000325,THD,300,113329.74,51120000
2021-04-29,CUS000325,VNM,600,74912.2,41484000
2021-04-29,CUS000325,VCB,1200,43374.96,51900000
2021-04-29,CUS000325,HSG,3400,16705.02,57800000
2021-04-29,CUS000326,BVB,1400,11127.38,15064000
2021-04-29,CUS000326,ART,500,9864.77,4150000
2021-04-29,CUS000326,ITA,1000,7601.39,7260000
2021-04-29,CUS000328,HVN,76400,21361.99,1379020000
2021-04-29,CUS000328,DHG,300,53119.56,20745000
2021-04-29,CUS000328,VJC,33000,91026.34,3170310000
2021-04-29,CUS000328,HHS,3000,2754.12,15240000
2021-04-29,CUS000328,PXL,7000,6150.17,70700000
2021-04-29,CUS000328,NDN,45800,8452.66,693412000
2021-04-29,CUS000328,JVC,58500,4927.38,280215000
2021-04-29,CUS000328,TNA,74500,13209.78,815030000
2021-04-29,CUS000328,SHB,1017200,4206.3,10965416000
2021-04-29,CUS000328,DHM,15700,7571.34,141457000
2021-04-29,CUS000328,CSV,3000,6810.2,25800000
2021-04-29,CUS000328,ACL,16700,12994.79,187207000
2021-04-29,CUS000328,VGI,14400,26669.94,438768000
2021-04-29,CUS000328,LCG,40700,4116.16,301180000
2021-04-29,CUS000328,SNZ,2600,27681.46,66950000
2021-04-29,CUS000328,AGR,83300,6719.2,777189000
2021-04-29,CUS000328,VRC,4800,7070.59,42720000
2021-04-29,CUS000328,TPB,95600,7811.7,906288000
2021-04-29,CUS000328,TDC,123500,16124.15,1733940000
2021-04-29,CUS000328,KBC,164600,25648.42,4626906000
2021-04-29,CUS000328,FRT,91600,11316.95,1079964000
2021-04-29,CUS000328,NHA,8000,13720.55,112320000
2021-04-29,CUS000328,SBS,139000,7681.51,1070300000
2021-04-29,CUS000328,TNH,15400,9824.72,143682000
2021-04-29,CUS000329,SVC,500,17896.81,13810000
2021-04-29,CUS000329,POS,1800,11869.64,18738000
2021-04-29,CUS000329,RIC,500,30752.51,10400000
2021-04-29,CUS000329,HU4,5500,15639.61,69905000
2021-04-29,CUS000329,GMC,200,27130.63,3918000
2021-04-29,CUS000329,VPG,3000,13650.44,55050000
2021-04-29,CUS000329,HAP,3300,11330.91,31977000
2021-04-29,CUS000329,FCN,4000,13608.38,45840000
2021-04-29,CUS000329,FID,9100,4566.84,38220000
2021-04-29,CUS000329,GAS,900,54201.18,48933000
2021-04-29,CUS000330,FPT,1600,22735.59,50208000
2021-04-29,CUS000330,BID,1100,23260.29,23947000
2021-04-29,CUS000330,TDC,3100,12388.56,43524000
2021-04-29,CUS000330,HVN,3200,17075.58,57760000
2021-04-29,CUS000330,VJC,100,105017.29,9607000
2021-04-29,CUS000330,KSB,3000,23974.57,65760000
2021-04-29,CUS000330,PVC,1600,8001.98,11168000
2021-04-29,CUS000330,TGG,1900,3635.45,7125000
2021-04-29,CUS000330,SPI,200,17666.46,3580000
2021-04-29,CUS000332,LSS,20500,8657.55,170355000
2021-04-29,CUS000332,TCL,1300,18547.78,23686000
2021-04-29,CUS000332,IDI,18700,5317.97,95557000
2021-04-29,CUS000332,CTR,1600,47170.65,67200000
2021-04-29,CUS000332,CIG,1500,8652.96,13500000
2021-04-29,CUS000333,SVN,5800,6329.48,26100000
2021-04-29,CUS000333,HNG,4000,12217.8,46000000
2021-04-29,CUS000335,TGG,6800,3925.88,25500000
2021-04-29,CUS000336,VGI,8000,30049.01,243760000
2021-04-29,CUS000336,TVC,1900,22449.34,22363000
2021-04-29,CUS000336,ABC,400,11460.02,5524000
2021-04-29,CUS000336,KDC,1900,28202.24,89642000
2021-04-29,CUS000336,VNM,600,70919.55,41484000
