stock_code,company_name,company_short_name,exchange,instrument_type,icb_level,icb_code,icb_name
HGM,CTCP Cơ khí và Khoáng sản Hà Giang,,HNX,STOCK,4,1775,Khai khoáng
HGT,CTCP Du lịch Hương Giang,,UPCOM,STOCK,4,5759,Vận tải hành khách & Du lịch
HHB,CTCP Bia Hà Nội - Hồng Hà,,UPCOM,STOCK,4,3533,Sản xuất bia
HHC,CTCP Bánh kẹo Hải Hà ,,HNX,STOCK,4,3577,Thực phẩm
HHG,CTCP Hoàng Hà,,UPCOM,STOCK,4,5759,Vận tải hành khách & Du lịch
HHN,CTCP Vận tải và Dịch vụ Hàng hóa Hà Nội,,UPCOM,STOCK,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
HHP,CTCP HHP Global,,HOSE,STOCK,4,1737,Sản xuất giấy
HHS,CTCP Đầu tư Dịch vụ Hoàng Huy,,HOSE,STOCK,4,3353,Sản xuất ô tô
HHV,CTCP Đầu tư Hạ tầng Giao thông Đèo Cả,,HOSE,STOCK,4,2357,Xây dựng
HID,CTCP Halcom Việt Nam,,HOSE,STOCK,4,2357,Xây dựng
HII,CTCP An Tiến Industries,,HOSE,STOCK,4,1353,"Nhựa, cao su & sợi"
HIO,CTCP Helio Energy,,UPCOM,STOCK,4,7535,Sản xuất & Phân phối Điện
HJC,CTCP Hòa Việt,,UPCOM,STOCK,4,3785,Thuốc lá
HJS,CTCP Thủy điện Nậm Mu,,HNX,STOCK,4,7535,Sản xuất & Phân phối Điện
HKB,CTCP Nông nghiệp và Thực phẩm Hà Nội - Kinh Bắc,,UPCOM,STOCK,4,3577,Thực phẩm
HKT,CTCP QP Holdings,,HNX,STOCK,4,3537,Đồ uống & giải khát
HLA,CTCP Hữu Liên Á Châu,,UPCOM,STOCK,4,1757,Thép và sản phẩm thép
HLB,CTCP Bia và Nước giải khát Hạ Long,,UPCOM,STOCK,4,3533,Sản xuất bia
HLC,CTCP Than Hà Lầm - Vinacomin,,HNX,STOCK,4,1771,Khai thác Than
HLD,CTCP Đầu tư và Phát triển Bất động sản Hudland,,HNX,STOCK,4,8633,Bất động sản
HLO,CTCP Công nghệ Ha Lô,,UPCOM,STOCK,4,2733,Hàng điện & điện tử
HLS,CTCP Sứ Kỹ thuật Hoàng Liên Sơn,,UPCOM,STOCK,4,2733,Hàng điện & điện tử
HLT,CTCP Dệt may Hoàng Thị Loan,,UPCOM,STOCK,4,3763,Hàng May mặc
HLY,CTCP Gốm Xây Dựng Yên Hưng,,UPCOM,STOCK,4,2353,Vật liệu xây dựng & Nội thất
HMC,CTCP Kim khí Thành phố Hồ Chí Minh - VNSTEEL,,HOSE,STOCK,4,1757,Thép và sản phẩm thép
HMD,CTCP Hóa chất Minh Đức,,UPCOM,STOCK,4,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
HMG,CTCP Kim khí Hà Nội - VNSTEEL,,UPCOM,STOCK,4,1757,Thép và sản phẩm thép
HMH,CTCP Hải Minh,,HNX,STOCK,4,2779,Dịch vụ vận tải
HMR,CTCP Đá Hoàng Mai,,HNX,STOCK,4,2353,Vật liệu xây dựng & Nội thất
HMS,CTCP Xây dựng Bảo tàng Hồ Chí Minh,,UPCOM,STOCK,4,2357,Xây dựng
HNA,CTCP Thủy điện Hủa Na,,HOSE,STOCK,4,7535,Sản xuất & Phân phối Điện
HNB,CTCP Bến xe Hà Nội,,UPCOM,STOCK,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
HND,CTCP Nhiệt điện Hải Phòng,,UPCOM,STOCK,4,7535,Sản xuất & Phân phối Điện
HNF,CTCP Thực phẩm Hữu Nghị,,UPCOM,STOCK,4,3577,Thực phẩm
HNG,CTCP Nông nghiệp Quốc tế Hoàng Anh Gia Lai,,UPCOM,STOCK,4,3573,Nuôi trồng nông & hải sản
HNI,CTCP May Hữu Nghị,,UPCOM,STOCK,4,3763,Hàng May mặc
HNM,CTCP Sữa Hà Nội,,UPCOM,STOCK,4,3577,Thực phẩm
HNP,CTCP Hanel Xốp nhựa,,UPCOM,STOCK,4,1353,"Nhựa, cao su & sợi"
HNR,CTCP Rượu và Nước giải khát Hà Nội,,UPCOM,STOCK,4,3535,Vang & Rượu mạnh
HOM,CTCP Xi măng VICEM Hoàng Mai,,HNX,STOCK,4,2353,Vật liệu xây dựng & Nội thất
HOT,CTCP Du lịch - Dịch vụ Hội An,,UPCOM,STOCK,4,5759,Vận tải hành khách & Du lịch
HPA,CTCP Phát triển Nông nghiệp Hòa Phát,,HOSE,STOCK,4,3573,Nuôi trồng nông & hải sản
HPB,CTCP Bao bì PP,,UPCOM,STOCK,4,2723,Containers & Đóng gói
HPD,CTCP Thủy điện ĐăK Đoa,,UPCOM,STOCK,4,7535,Sản xuất & Phân phối Điện
HPG,CTCP Tập đoàn Hòa Phát,,HOSE,STOCK,4,1757,Thép và sản phẩm thép
HPH,CTCP Hóa Chất Hưng Phát Hà Bắc,,UPCOM,STOCK,4,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
HPI,CTCP Khu công nghiệp Hiệp Phước,,UPCOM,STOCK,4,8633,Bất động sản
HPO,CTCP Công nghiệp Hapulico,,UPCOM,STOCK,4,2737,Thiết bị điện
HPP,CTCP Sơn Hải Phòng,,UPCOM,STOCK,4,2353,Vật liệu xây dựng & Nội thất
HPT,CTCP Dịch vụ Công nghệ Tin học HPT,,UPCOM,STOCK,4,9537,Phần mềm
HPW,CTCP Cấp nước Hải Phòng,,UPCOM,STOCK,4,7577,Nước
HPX,CTCP Đầu tư Hải Phát,,HOSE,STOCK,4,8633,Bất động sản
HQC,CTCP Tư vấn Thương mại Dịch vụ Địa Ốc Hoàng Quân,,HOSE,STOCK,4,8633,Bất động sản
HRB,CTCP Harec Đầu tư và Thương mại,,UPCOM,STOCK,4,8633,Bất động sản
HRC,CTCP Cao su Hòa Bình,,HOSE,STOCK,4,1353,"Nhựa, cao su & sợi"
HSA,CTCP Hestia,,UPCOM,STOCK,4,2791,Tư vấn & Hỗ trợ KD
HSG,CTCP Tập đoàn Hoa Sen,,HOSE,STOCK,4,1757,Thép và sản phẩm thép
HSL,CTCP Đầu tư Phát triển Thực phẩm Hồng Hà,,HOSE,STOCK,4,3577,Thực phẩm
HSM,Tổng Công ty cổ phần Dệt may Hà Nội,,UPCOM,STOCK,4,3763,Hàng May mặc
HSP,CTCP Sơn Tổng hợp Hà Nội,,UPCOM,STOCK,4,2353,Vật liệu xây dựng & Nội thất
HSV,CTCP Tập đoàn HSV Việt Nam,,UPCOM,STOCK,4,1757,Thép và sản phẩm thép
HT1,CTCP Xi Măng Vicem Hà Tiên,,HOSE,STOCK,4,2353,Vật liệu xây dựng & Nội thất
HTC,CTCP Thương mại Hóc Môn,,HNX,STOCK,4,7573,Phân phối xăng dầu & khí đốt
HTE,CTCP Đầu tư Kinh doanh Điện lực Thành phố Hồ Chí Minh,,UPCOM,STOCK,4,2737,Thiết bị điện
HTG,Tổng Công ty cổ phần Dệt may Hòa Thọ,,HOSE,STOCK,4,3763,Hàng May mặc
HTI,CTCP Đầu tư Phát triển Hạ tầng IDICO,,HOSE,STOCK,4,2357,Xây dựng
HTL,CTCP Kỹ thuật và Ô tô Trường Long,,HOSE,STOCK,4,3353,Sản xuất ô tô
HTM,Tổng Công ty Thương mại Hà Nội - CTCP,,UPCOM,STOCK,4,5373,Bán lẻ phức hợp
HTN,CTCP Hưng Thịnh Incons,,HOSE,STOCK,4,8633,Bất động sản
HTP,CTCP In Sách Giáo khoa Hòa Phát,,UPCOM,STOCK,4,5557,"Sách, ấn bản & sản phẩm văn hóa"
HTT,CTCP Thương mại Hà Tây,,UPCOM,STOCK,4,5373,Bán lẻ phức hợp
HTV,CTCP Logistics Vicem,,HOSE,STOCK,4,2773,Vận tải Thủy
HU1,CTCP Đầu tư và Xây dựng HUD1,,HOSE,STOCK,4,2357,Xây dựng
HU3,CTCP Đầu tư và Xây dựng HUD3,,UPCOM,STOCK,4,2357,Xây dựng
HU4,CTCP Đầu tư và Xây dựng HUD4,,UPCOM,STOCK,4,2357,Xây dựng
HU6,CTCP Đầu tư Phát triển Nhà và Đô thị HUD6,,UPCOM,STOCK,4,8633,Bất động sản
HUB,CTCP Xây lắp Thừa Thiên Huế,,HOSE,STOCK,4,2357,Xây dựng
HUG,Tổng Công ty May Hưng Yên - CTCP,,UPCOM,STOCK,4,3763,Hàng May mặc
HUT,CTCP Tasco,,HNX,STOCK,4,3353,Sản xuất ô tô
HVA,CTCP Đầu tư HVA,,UPCOM,STOCK,4,8775,Tài chính đặc biệt
HVH,CTCP Đầu tư và Công nghệ HVC,,HOSE,STOCK,4,2357,Xây dựng
HVN,Tổng Công ty Hàng không Việt Nam - CTCP,,HOSE,STOCK,4,5751,Hàng không
HVT,CTCP Hóa chất Việt Trì,,HNX,STOCK,4,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
HVX,CTCP Xi măng VICEM Hải Vân,,UPCOM,STOCK,4,2353,Vật liệu xây dựng & Nội thất
HWS,CTCP Cấp nước Huế,,UPCOM,STOCK,4,7577,Nước
IBD,CTCP In Tổng hợp Bình Dương,,UPCOM,STOCK,4,5557,"Sách, ấn bản & sản phẩm văn hóa"
ICC,CTCP Xây dựng Công nghiệp (ICC),,UPCOM,STOCK,4,2357,Xây dựng
ICF,CTCP Đầu tư Thương mại Thủy sản,,UPCOM,STOCK,4,3573,Nuôi trồng nông & hải sản
ICG,CTCP Xây dựng Sông Hồng,,HNX,STOCK,4,2357,Xây dựng
ICI,CTCP Đầu tư và Xây dựng Công nghiệp,,UPCOM,STOCK,4,2357,Xây dựng
ICN,CTCP Đầu tư Xây dựng Dầu khí IDICO,,UPCOM,STOCK,4,2357,Xây dựng
ICT,CTCP Viễn thông - Tin học Bưu điện,,HOSE,STOCK,4,9537,Phần mềm
IDC,Tổng Công ty IDICO - CTCP,,HNX,STOCK,4,8633,Bất động sản
IDI,CTCP Đầu tư và Phát triển Đa Quốc Gia - IDI,,HOSE,STOCK,4,3573,Nuôi trồng nông & hải sản
IDJ,CTCP Đầu tư IDJ Việt Nam,,HNX,STOCK,4,8633,Bất động sản
IDP,CTCP Sữa Quốc tế Lof,,UPCOM,STOCK,4,3577,Thực phẩm
IDV,CTCP Phát triển Hạ tầng Vĩnh Phúc,,HNX,STOCK,4,8633,Bất động sản
IFS,CTCP Thực phẩm Quốc tế,,UPCOM,STOCK,4,3537,Đồ uống & giải khát
IJC,CTCP Phát triển Hạ tầng Kỹ thuật,,HOSE,STOCK,4,8633,Bất động sản
ILA,CTCP ILA,,UPCOM,STOCK,4,2353,Vật liệu xây dựng & Nội thất
ILB,CTCP ICD Tân Cảng - Long Bình,,HOSE,STOCK,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
ILC,CTCP Hợp tác Lao động với nước ngoài,,UPCOM,STOCK,4,2793,Đào tạo & Việc làm
ILS,CTCP Đầu tư Thương mại và Dịch vụ Quốc tế,,UPCOM,STOCK,4,2723,Containers & Đóng gói
IME,CTCP Cơ khí và Xây lắp Công nghiệp,,UPCOM,STOCK,4,2757,Máy công nghiệp
IMP,CTCP Dược phẩm Imexpharm,,HOSE,STOCK,4,4577,Dược phẩm
IN4,CTCP In Số 4,,UPCOM,STOCK,4,5557,"Sách, ấn bản & sản phẩm văn hóa"
INC,CTCP Tư vấn Đầu tư IDICO,,HNX,STOCK,4,2357,Xây dựng
INN,CTCP Bao bì và In Nông nghiệp,,HNX,STOCK,4,2723,Containers & Đóng gói
IPA,CTCP Tập đoàn Đầu tư I.P.A,,HNX,STOCK,4,2791,Tư vấn & Hỗ trợ KD
IRC,CTCP Cao su Công nghiệp,,UPCOM,STOCK,4,1353,"Nhựa, cao su & sợi"
ISG,CTCP Vận tải biển và Hợp tác Lao động Quốc tế,,UPCOM,STOCK,4,2773,Vận tải Thủy
ISH,CTCP Thủy điện Srok Phu Miêng IDICO,,UPCOM,STOCK,4,7535,Sản xuất & Phân phối Điện
IST,CTCP ICD Tân Cảng Sóng Thần,,UPCOM,STOCK,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
ITA,CTCP Đầu tư và Công nghiệp Tân Tạo,,UPCOM,STOCK,4,8633,Bất động sản
ITC,CTCP Đầu tư và Kinh doanh Nhà,,HOSE,STOCK,4,8633,Bất động sản
ITD,CTCP Công nghệ ITD,,HOSE,STOCK,4,9537,Phần mềm
ITQ,CTCP Tập đoàn Thiên Quang,,HNX,STOCK,4,1757,Thép và sản phẩm thép
ITS,CTCP Đầu tư Thương mại và Dịch vụ - Vinacomin,,UPCOM,STOCK,4,2757,Máy công nghiệp
IVS,CTCP Chứng khoán Guotai Haitong (Việt Nam),,HNX,STOCK,4,8777,Môi giới chứng khoán
JOS,CTCP Chế biến Thủy sản xuất khẩu Minh Hải,,UPCOM,STOCK,4,3573,Nuôi trồng nông & hải sản
JVC,CTCP Đầu tư và Phát triển Y tế Việt Nhật,,HOSE,STOCK,4,4535,Thiết bị y tế
KAI,CTCP Chứng khoán KAFI,,UPCOM,STOCK,4,8777,Môi giới chứng khoán
KBC,Tổng Công ty Phát triển Đô thị Kinh Bắc - CTCP,,HOSE,STOCK,4,8633,Bất động sản
KCB,CTCP Khoáng sản và Luyện kim Cao Bằng - Vimico,,UPCOM,STOCK,4,1775,Khai khoáng
KDC,CTCP Tập đoàn KIDO,,HOSE,STOCK,4,3577,Thực phẩm
KDH,CTCP Đầu tư và Kinh doanh Nhà Khang Điền,,HOSE,STOCK,4,8633,Bất động sản
KDM,CTCP Tập Đoàn GCL,,HNX,STOCK,4,2357,Xây dựng
KGM,CTCP Xuất nhập khẩu Kiên Giang,,UPCOM,STOCK,4,5373,Bán lẻ phức hợp
KHD,CTCP Khai thác Chế biến Khoáng sản Hải Dương,,UPCOM,STOCK,4,1775,Khai khoáng
KHG,CTCP Tập đoàn Khải Hoàn Land,,HOSE,STOCK,4,8633,Bất động sản
KHP,CTCP Điện lực Khánh Hòa,,HOSE,STOCK,4,7535,Sản xuất & Phân phối Điện
KHS,CTCP Kiên Hùng,,HNX,STOCK,4,3573,Nuôi trồng nông & hải sản
KHW,CTCP Cấp thoát nước Khánh Hòa,,UPCOM,STOCK,4,7577,Nước
KHX,CTCP Phát hành sách Khánh Hòa,,UPCOM,STOCK,4,5557,"Sách, ấn bản & sản phẩm văn hóa"
KIP,CTCP K.I.P Việt Nam,,UPCOM,STOCK,4,2737,Thiết bị điện
KKC,CTCP Tập Đoàn Thành Thái,,HNX,STOCK,4,1757,Thép và sản phẩm thép
KLB,Ngân hàng TMCP Kiên Long,,HOSE,STOCK,4,8355,Ngân hàng
KMR,CTCP Mirae,,HOSE,STOCK,4,3763,Hàng May mặc
KMT,CTCP Kim khí Miền Trung,,HNX,STOCK,4,1757,Thép và sản phẩm thép
KOS,CTCP KOSY,,HOSE,STOCK,4,8633,Bất động sản
KPF,CTCP Đầu tư tài sản Koji,,UPCOM,STOCK,4,2353,Vật liệu xây dựng & Nội thất
KSB,CTCP Khoáng sản và Xây dựng Bình Dương,,HOSE,STOCK,4,2353,Vật liệu xây dựng & Nội thất
KSD,CTCP Đầu tư DNA,,HNX,STOCK,4,3722,Đồ gia dụng lâu bền
KSF,CTCP Tập đoàn Sunshine,,HNX,STOCK,4,8633,Bất động sản
KSQ,CTCP CNC Capital Việt Nam,,UPCOM,STOCK,4,2353,Vật liệu xây dựng & Nội thất
KST,CTCP KASATI,,HNX,STOCK,4,9578,Thiết bị viễn thông
KSV,Tổng Công ty Khoáng sản TKV - CTCP,,HNX,STOCK,4,1775,Khai khoáng
KTC,CTCP Thương mại Kiên Giang,,UPCOM,STOCK,4,3577,Thực phẩm
KTL,CTCP Kim Khí Thăng Long,,UPCOM,STOCK,4,1757,Thép và sản phẩm thép
KTS,CTCP Đường Kon Tum,,HNX,STOCK,4,3577,Thực phẩm
KTT,CTCP Tập đoàn Đầu tư KTT,,UPCOM,STOCK,4,2357,Xây dựng
KVC,CTCP Sản xuất Xuất nhập khẩu Inox Kim Vĩ,,UPCOM,STOCK,4,1757,Thép và sản phẩm thép
L10,CTCP Lilama 10,,HOSE,STOCK,4,2757,Máy công nghiệp
L12,CTCP Licogi 12,,UPCOM,STOCK,4,2357,Xây dựng
L14,CTCP Licogi 14,,HNX,STOCK,4,2357,Xây dựng
L18,CTCP Đầu tư và Xây dựng Số 18,,HNX,STOCK,4,2357,Xây dựng
L35,CTCP Cơ khí Lắp máy Lilama,,UPCOM,STOCK,4,2757,Máy công nghiệp
L40,CTCP Đầu Tư và Xây dựng 40,,HNX,STOCK,4,2357,Xây dựng
L43,CTCP Lilama 45.3,,UPCOM,STOCK,4,2357,Xây dựng
L45,CTCP Lilama 45.1,,UPCOM,STOCK,4,2357,Xây dựng
L61,CTCP Lilama 69-1,,UPCOM,STOCK,4,2757,Máy công nghiệp
L62,CTCP Lilama 69-2,,UPCOM,STOCK,4,2757,Máy công nghiệp
L63,CTCP Lilama 69-3,,UPCOM,STOCK,4,2757,Máy công nghiệp
LAF,CTCP Chế biến hàng Xuất khẩu Long An,,HOSE,STOCK,4,3577,Thực phẩm
LAI,CTCP Đầu Tư Xây dựng Long An-IDICO,,UPCOM,STOCK,4,2357,Xây dựng
LAS,CTCP Supe Phốt phát và Hóa chất Lâm Thao,,HNX,STOCK,4,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
LAW,CTCP Cấp thoát nước Long An,,UPCOM,STOCK,4,7577,Nước
LBE,CTCP Thương mại và Dịch vụ LVA,,HNX,STOCK,4,3767,Hàng cá nhân
LBM,CTCP Khoáng sản và Vật liệu Xây dựng Lâm Đồng,,HOSE,STOCK,4,2353,Vật liệu xây dựng & Nội thất
LCD,CTCP Lắp máy - Thí nghiệm Cơ điện,,HNX,STOCK,4,2357,Xây dựng
LCG,CTCP Lizen,,HOSE,STOCK,4,2357,Xây dựng
LCM,CTCP Khai thác và Chế biến khoáng sản Lào Cai,,UPCOM,STOCK,4,1775,Khai khoáng
LDG,CTCP Đầu tư LDG,,HOSE,STOCK,4,8633,Bất động sản
LDP,CTCP Dược Lâm Đồng (Ladophar),,HNX,STOCK,4,4577,Dược phẩm
LDW,CTCP Cấp thoát nước Lâm Đồng,,UPCOM,STOCK,4,7577,Nước
LEC,CTCP Bất động sản Điện lực Miền Trung,,UPCOM,STOCK,4,8633,Bất động sản
LG9,CTCP Cơ giới và Xây lắp Số 9,,UPCOM,STOCK,4,2357,Xây dựng
LGC,CTCP Đầu tư Cầu đường CII,,HOSE,STOCK,4,2357,Xây dựng
LGL,CTCP Đầu tư và Phát triển Đô thị Long Giang,,HOSE,STOCK,4,8633,Bất động sản
LHC,CTCP Đầu tư và Xây dựng Thủy lợi Lâm Đồng,,HNX,STOCK,4,2357,Xây dựng
LHG,CTCP Long Hậu,,HOSE,STOCK,4,8633,Bất động sản
LIC,Tổng Công ty LICOGI - CTCP,,UPCOM,STOCK,4,2353,Vật liệu xây dựng & Nội thất
LIG,CTCP Licogi 13,,HNX,STOCK,4,2357,Xây dựng
LIX,CTCP Bột Giặt Lix,,HOSE,STOCK,4,3767,Hàng cá nhân
LKW,CTCP Cấp nước Long Khánh,,UPCOM,STOCK,4,7577,Nước
LLM,Tổng Công ty Lắp máy Việt Nam - CTCP,,UPCOM,STOCK,4,2757,Máy công nghiệp
LM3,CTCP Lilama 3,,UPCOM,STOCK,4,2357,Xây dựng
LM7,CTCP Lilama 7,,UPCOM,STOCK,4,2757,Máy công nghiệp
LM8,CTCP Lilama 18,,HOSE,STOCK,4,2357,Xây dựng
LMC,CTCP LUMI Holdings,,UPCOM,STOCK,4,1775,Khai khoáng
LMH,CTCP Quốc Tế Holding,,UPCOM,STOCK,4,8633,Bất động sản
LMI,CTCP Đầu tư Xây dựng Lắp máy IDICO,,UPCOM,STOCK,4,2757,Máy công nghiệp
LNC,CTCP Lệ Ninh,,UPCOM,STOCK,4,1353,"Nhựa, cao su & sợi"
LO5,CTCP Lilama 5,,UPCOM,STOCK,4,2757,Máy công nghiệp
LPB,Ngân hàng TMCP Lộc Phát Việt Nam,,HOSE,STOCK,4,8355,Ngân hàng
LPS,CTCP Chứng khoán LPS,,HOSE,STOCK,4,8777,Môi giới chứng khoán
LPT,CTCP Thương mại và Sản xuất Lập Phương Thành,,UPCOM,STOCK,4,2793,Đào tạo & Việc làm
LQN,CTCP Licogi Quảng Ngãi,,UPCOM,STOCK,4,2357,Xây dựng
LSG,CTCP Bất động sản Sài Gòn Vina,,UPCOM,STOCK,4,8633,Bất động sản
LSS,CTCP Mía Đường Lam Sơn,,HOSE,STOCK,4,3577,Thực phẩm
LTC,CTCP Điện nhẹ Viễn Thông,,UPCOM,STOCK,4,9572,Phần cứng
LUT,CTCP Đầu tư Xây dựng Lương Tài,,UPCOM,STOCK,4,2357,Xây dựng
M10,Tổng Công ty May 10 - CTCP,,UPCOM,STOCK,4,3763,Hàng May mặc
MA1,CTCP Thiết bị,,UPCOM,STOCK,4,8633,Bất động sản
MAC,CTCP Tập đoàn Macstar,,HNX,STOCK,4,2753,Xe tải & Đóng tàu
MAS,CTCP Dịch vụ Hàng không Sân bay Đà Nẵng,,HNX,STOCK,4,5759,Vận tải hành khách & Du lịch
MBB,Ngân hàng TMCP Quân đội,,HOSE,STOCK,4,8355,Ngân hàng
MBG,CTCP Tập đoàn MBG,,HNX,STOCK,4,2353,Vật liệu xây dựng & Nội thất
MBN,CTCP Môi trường và Công trình đô thị Bắc Ninh,,UPCOM,STOCK,4,2799,Chất thải & Môi trường
MBS,CTCP Chứng khoán MB,,HNX,STOCK,4,8777,Môi giới chứng khoán
MBT,CTCP Bất động sản cho thuê Minh Bảo Tín,,UPCOM,STOCK,4,8633,Bất động sản
MCC,CTCP Gạch ngói Cao cấp,,HNX,STOCK,4,2353,Vật liệu xây dựng & Nội thất
MCF,CTCP Xây lắp Cơ khí và Lương thực Thực phẩm,,HNX,STOCK,4,3577,Thực phẩm
MCG,CTCP Năng lượng và Bất động sản MCG,,UPCOM,STOCK,4,2357,Xây dựng
MCH,CTCP Hàng tiêu dùng Masan,,HOSE,STOCK,4,3577,Thực phẩm
MCM,CTCP Giống Bò sữa Mộc Châu,,HOSE,STOCK,4,3577,Thực phẩm
MCO,CTCP Đầu tư và Xây dựng BDC Việt Nam,,HNX,STOCK,4,2357,Xây dựng
MCP,CTCP In và Bao bì Mỹ Châu,,HOSE,STOCK,4,2723,Containers & Đóng gói
MDA,CTCP Môi trường Đô thị Đông Anh,,UPCOM,STOCK,4,2799,Chất thải & Môi trường
MDC,CTCP Than Mông Dương - Vinacomin,,HNX,STOCK,4,1771,Khai thác Than
MDF,CTCP Gỗ MDF VRG - Quảng Trị,,UPCOM,STOCK,4,1733,Lâm sản và Chế biến gỗ
MDG,CTCP Miền Đông,,HOSE,STOCK,4,2353,Vật liệu xây dựng & Nội thất
MEC,CTCP Cơ khí - Lắp máy Sông Đà,,UPCOM,STOCK,4,2357,Xây dựng
MED,CTCP Dược Trung ương Mediplantex,,HNX,STOCK,4,4577,Dược phẩm
MEF,CTCP MEINFA,,UPCOM,STOCK,4,4537,Dụng cụ y tế
MEL,CTCP Thép Mê Lin,,HNX,STOCK,4,1757,Thép và sản phẩm thép
MES,CTCP Cơ điện Công trình,,UPCOM,STOCK,4,2357,Xây dựng
MFS,CTCP Dịch vụ Kỹ thuật Mobifone,,UPCOM,STOCK,4,6575,Viễn thông di động
MGC,CTCP Địa chất mỏ - TKV,,UPCOM,STOCK,4,1775,Khai khoáng
MGG,Tổng Công ty Đức Giang - CTCP,,UPCOM,STOCK,4,3763,Hàng May mặc
MGR,CTCP Tập đoàn MGROUP,,UPCOM,STOCK,4,8633,Bất động sản
MH3,CTCP Khu Công nghiệp Cao su Bình Long,,UPCOM,STOCK,4,8633,Bất động sản
MHC,CTCP MHC,,HOSE,STOCK,4,2779,Dịch vụ vận tải
MHL,CTCP Minh Hữu Liên,,UPCOM,STOCK,4,1757,Thép và sản phẩm thép
MIC,CTCP Kỹ nghệ Khoáng sản Quảng Nam,,HNX,STOCK,4,1775,Khai khoáng
MIE,Tổng Công ty Máy và Thiết bị Công nghiệp - CTCP,,UPCOM,STOCK,4,2757,Máy công nghiệp
MIG,Tổng Công ty cổ phần Bảo hiểm Quân Đội,,HOSE,STOCK,4,8536,Bảo hiểm phi nhân thọ
MKP,CTCP Hoá - Dược phẩm Mekophar,,UPCOM,STOCK,4,4577,Dược phẩm
MKV,CTCP Dược thú Y Cai Lậy,,HNX,STOCK,4,4577,Dược phẩm
MLC,CTCP Môi trường Đô thị Tỉnh Lào Cai,,UPCOM,STOCK,4,2799,Chất thải & Môi trường
MLS,CTCP Chăn nuôi - Mitraco,,UPCOM,STOCK,4,3573,Nuôi trồng nông & hải sản
MML,CTCP Masan MeatLife,,UPCOM,STOCK,4,3577,Thực phẩm
MNB,Tổng Công ty May Nhà Bè - CTCP,,UPCOM,STOCK,4,3763,Hàng May mặc
MND,CTCP Môi trường Nam Định,,UPCOM,STOCK,4,2799,Chất thải & Môi trường
MPC,CTCP Tập đoàn Thủy sản Minh Phú,,UPCOM,STOCK,4,3573,Nuôi trồng nông & hải sản
MPT,CTCP Tập đoàn MPT,,UPCOM,STOCK,4,3763,Hàng May mặc
MPY,CTCP Môi trường Đô thị Phú Yên,,UPCOM,STOCK,4,2799,Chất thải & Môi trường
MQB,CTCP Môi trường và Phát triển Đô thị Quảng Bình,,UPCOM,STOCK,4,2799,Chất thải & Môi trường
MQN,CTCP Môi trường đô thị Quảng Ngãi,,UPCOM,STOCK,4,2799,Chất thải & Môi trường
MRF,CTCP Merufa,,UPCOM,STOCK,4,4535,Thiết bị y tế
MSB,Ngân hàng TMCP Hàng hải Việt Nam,,HOSE,STOCK,4,8355,Ngân hàng
MSH,CTCP May Sông Hồng,,HOSE,STOCK,4,3763,Hàng May mặc
MSN,CTCP Tập đoàn Masan,,HOSE,STOCK,4,3577,Thực phẩm
MSR,CTCP Masan High-Tech Materials,,UPCOM,STOCK,4,1775,Khai khoáng
MST,CTCP Đầu tư MST,,HNX,STOCK,4,2357,Xây dựng
MTA,Tổng Công ty Khoáng sản và Thương mại Hà Tĩnh - CTCP,,UPCOM,STOCK,4,1775,Khai khoáng
MTB,CTCP Môi trường và Công trình Đô thị Thái Bình,,UPCOM,STOCK,4,2799,Chất thải & Môi trường
MTG,CTCP MT Gas,,UPCOM,STOCK,4,7573,Phân phối xăng dầu & khí đốt
MTH,CTCP Môi trường Đô thị Hà Đông,,UPCOM,STOCK,4,2799,Chất thải & Môi trường
MTL,CTCP Dịch vụ Môi trường Đô thị Từ Liêm,,UPCOM,STOCK,4,2799,Chất thải & Môi trường
MTP,CTCP Dược Medipharco,,UPCOM,STOCK,4,4577,Dược phẩm
MTS,CTCP Vật tư - TKV,,UPCOM,STOCK,4,2797,Nhà cung cấp thiết bị
MTV,CTCP Dịch vụ Môi trường và Công trình Đô thị Vũng Tàu,,UPCOM,STOCK,4,2799,Chất thải & Môi trường
MVB,Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - CTCP,,HNX,STOCK,4,1775,Khai khoáng
MVC,CTCP Vật liệu và Xây dựng Bình Dương,,UPCOM,STOCK,4,2353,Vật liệu xây dựng & Nội thất
MVN,Tổng Công ty Hàng hải Việt Nam - CTCP,,UPCOM,STOCK,4,2773,Vận tải Thủy
MWG,CTCP Đầu tư Thế giới Di động,,HOSE,STOCK,4,5379,Phân phối hàng chuyên dụng
MZG,CTCP Miza,,HOSE,STOCK,4,1737,Sản xuất giấy
NAB,Ngân hàng TMCP Nam Á,,HOSE,STOCK,4,8355,Ngân hàng
NAC,CTCP Tư vấn Xây dựng Tổng hợp,,UPCOM,STOCK,4,2357,Xây dựng
