research_date,stock_code,market_score,recommendation,candidate_rank,buy_price,sell_price
2020-08-18,DNM,77.5,BUY,11,51000,69160
2020-08-18,MHC,75.52,BUY,12,5060,6000
2020-08-18,DGW,75.42,BUY,13,8170,9570
2020-08-18,OGC,73.5,BUY,14,4220,5010
2020-08-18,GIL,73.03,BUY,15,10930,12460
2020-08-18,CRE,72.65,BUY,16,5400,5980
2020-08-18,MLS,72.27,BUY,17,24620,30630
2020-08-18,DHA,72.15,BUY,18,21650,24200
2020-08-18,PLP,70.79,BUY,19,7000,8260
2020-08-18,FIT,69.62,BUY,20,8450,9700
2020-08-18,PGN,67.37,BUY,21,7730,8680
2020-08-18,NVL,67.18,BUY,22,32750,34500
2020-08-18,TCM,67.08,BUY,23,10680,11810
2020-08-18,EVG,66.55,BUY,24,2570,2930
2020-08-18,NHH,65.74,BUY,25,33330,35830
2020-08-18,BMP,65.19,BUY,26,30390,33280
2020-08-18,ACL,65.07,BUY,27,13310,15140
2020-08-18,NLG,65.03,BUY,28,17840,18780
2020-08-18,TIP,64.97,BUY,29,14250,16020
2020-08-18,VGC,64.97,BUY,30,16230,17710
2020-08-18,PTB,51.56,HOLD,31,18320,18700
2020-08-18,DIG,51.43,HOLD,32,6490,6570
2020-08-18,SSI,51.41,HOLD,33,4650,4750
2020-08-18,CSM,51.24,HOLD,34,13340,13520
2020-08-18,KBC,51.2,HOLD,35,10010,10200
2020-08-18,CMG,50.97,HOLD,36,12460,12660
2020-08-18,FPT,50.84,HOLD,37,18070,18300
2020-08-18,TNA,50.78,HOLD,38,12470,12650
2020-08-18,TLG,50.7,HOLD,39,20610,20940
2020-08-18,FTS,50.6,HOLD,40,4290,4370
2020-08-18,AAV,50.39,HOLD,41,4960,5060
2020-08-18,VCB,50.3,HOLD,42,35040,35340
2020-08-18,HHS,50.12,HOLD,43,3120,3170
2020-08-18,L14,49.88,HOLD,44,38860,39690
2020-08-18,DCL,49.86,HOLD,45,20430,20640
2020-08-18,YEG,33.18,SELL,46,24430,22110
2020-08-18,ART,33.15,SELL,47,2250,1980
2020-08-18,HAR,32.45,SELL,48,2830,2570
2020-08-18,HNG,32.31,SELL,49,11970,10980
2020-08-18,GEG,32.04,SELL,50,10870,9880
2020-08-18,QCG,31.68,SELL,51,5870,5310
2020-08-18,CTI,29.52,SELL,52,10440,9180
2020-08-18,TNG,28.93,SELL,53,5480,4800
2020-08-18,MBG,27.75,SELL,54,4720,3860
2020-08-18,TAR,27.35,SELL,55,12740,10930
2020-08-18,TVB,24.91,SELL,56,4470,3950
2020-08-18,VTD,18.47,SELL,57,10830,8480
2020-08-18,DAH,16.1,SELL,58,4840,3700
2020-08-18,TNI,14.67,SELL,59,3040,2320
2020-08-18,TVC,13.05,SELL,60,5390,4130
2020-08-19,SCI,87.67,BUY,1,17460,24670
2020-08-19,TLD,86.14,BUY,2,12240,15220
2020-08-19,DST,86.01,BUY,3,8450,12030
2020-08-19,DNM,84.79,BUY,4,50730,72840
2020-08-19,S99,82.55,BUY,5,14140,18160
2020-08-19,NRC,81.42,BUY,6,12090,14360
2020-08-19,HAP,80.93,BUY,7,4100,4980
2020-08-19,SWC,80.9,BUY,8,17140,22780
2020-08-19,AFX,80.56,BUY,9,10280,14330
2020-08-19,DTD,80.53,BUY,10,7290,9040
2020-08-19,MLS,80.18,BUY,11,24010,31740
2020-08-19,GIL,78.28,BUY,12,11070,12930
2020-08-19,DGW,77.65,BUY,13,8330,9750
2020-08-19,EVG,76.95,BUY,14,2750,3370
2020-08-19,LHG,75.91,BUY,15,17910,20760
2020-08-19,SZC,75.83,BUY,16,15670,18430
2020-08-19,MHC,75.6,BUY,17,5070,6010
2020-08-19,OGC,73.5,BUY,18,4340,5160
2020-08-19,PLP,72.71,BUY,19,7000,8340
2020-08-19,TCM,72.34,BUY,20,10430,11860
2020-08-19,DHT,71.66,BUY,21,17670,20250
2020-08-19,PLC,71.65,BUY,22,14800,17170
2020-08-19,ACL,70.34,BUY,23,13450,15800
2020-08-19,ICT,67.99,BUY,24,13350,15050
2020-08-19,DHC,66.9,BUY,25,17080,18840
2020-08-19,LPB,66.75,BUY,26,3270,3680
2020-08-19,TTF,66.71,BUY,27,3340,3790
2020-08-19,VGC,66.21,BUY,28,16670,18320
2020-08-19,JVC,65.5,BUY,29,3880,4350
2020-08-19,SNZ,65.21,BUY,30,25880,30430
2020-08-19,MSN,50.35,HOLD,31,42090,42520
2020-08-19,NCT,50.11,HOLD,32,35290,35640
2020-08-19,HBC,50.01,HOLD,33,8260,8380
2020-08-19,CTD,50.0,HOLD,34,49480,50220
2020-08-19,VCS,49.44,HOLD,35,39520,39970
2020-08-19,PVI,49.42,HOLD,36,19420,19510
2020-08-19,IDJ,49.37,HOLD,37,6090,6190
2020-08-19,CTG,49.3,HOLD,38,10340,10420
2020-08-19,DMC,49.27,HOLD,39,38900,39180
2020-08-19,HCM,49.13,HOLD,40,5290,5330
2020-08-19,PVB,49.04,HOLD,41,13990,14130
2020-08-19,BMP,48.99,HOLD,42,30220,30400
2020-08-19,ACB,48.91,HOLD,43,6300,6330
2020-08-19,NTL,48.78,HOLD,44,5090,5110
2020-08-19,VHM,48.77,HOLD,45,27960,28080
2020-08-19,FRT,33.86,SELL,46,9470,8630
2020-08-19,TNG,33.74,SELL,47,5440,4930
2020-08-19,DXG,33.54,SELL,48,5390,4930
2020-08-19,NKG,33.09,SELL,49,3170,2890
2020-08-19,NAF,33.04,SELL,50,18470,17430
2020-08-19,VPG,32.74,SELL,51,6730,6170
2020-08-19,MBG,31.81,SELL,52,4630,3960
2020-08-19,QCG,27.65,SELL,53,5770,5080
2020-08-19,MSH,26.24,SELL,54,8350,7240
2020-08-19,TAR,25.09,SELL,55,12810,10790
2020-08-19,TVB,22.37,SELL,56,4480,3900
2020-08-19,VTD,19.77,SELL,57,10440,8290
2020-08-19,TNI,17.15,SELL,58,3020,2320
2020-08-19,DAH,16.04,SELL,59,4750,3630
2020-08-19,TVC,13.19,SELL,60,5540,4240
2020-08-20,TLD,89.02,BUY,1,13090,16590
2020-08-20,SCI,87.32,BUY,2,19210,27070
2020-08-20,AFX,85.18,BUY,3,10090,14620
2020-08-20,DTD,83.19,BUY,4,7500,9430
2020-08-20,MHC,81.93,BUY,5,5080,6170
2020-08-20,HAP,81.73,BUY,6,4380,5360
2020-08-20,MLS,81.19,BUY,7,25160,33490
2020-08-20,NRC,81.05,BUY,8,12090,14310
2020-08-20,DGW,79.19,BUY,9,8890,10610
2020-08-20,SZC,78.84,BUY,10,15650,18670
2020-08-20,S99,78.48,BUY,11,14140,17690
2020-08-20,LHG,77.59,BUY,12,17880,20890
2020-08-20,DNM,76.99,BUY,13,51120,68090
2020-08-20,EVG,76.98,BUY,14,2790,3420
2020-08-20,DST,76.43,BUY,15,7670,10160
2020-08-20,OGC,74.29,BUY,16,4350,5200
2020-08-20,GIL,73.13,BUY,17,11150,12700
2020-08-20,ICT,71.41,BUY,18,14220,16430
2020-08-20,SNZ,69.91,BUY,19,26370,32180
2020-08-20,DHT,69.83,BUY,20,17670,20060
2020-08-20,DHC,69.38,BUY,21,17500,19560
2020-08-20,ACL,69.14,BUY,22,13370,15590
2020-08-20,PLP,68.56,BUY,23,6890,8000
2020-08-20,VGC,68.46,BUY,24,16480,18320
2020-08-20,DBC,68.26,BUY,25,12440,14020
2020-08-20,SZL,68.15,BUY,26,13340,14910
2020-08-20,GMD,67.99,BUY,27,15580,17500
2020-08-20,RAL,67.21,BUY,28,56430,62380
2020-08-20,FIT,66.94,BUY,29,8390,9480
2020-08-20,ITA,66.46,BUY,30,4140,4730
2020-08-20,POW,50.65,HOLD,31,7970,8080
2020-08-20,AGG,50.57,HOLD,32,12990,13090
2020-08-20,NCT,50.54,HOLD,33,35290,35710
2020-08-20,APG,50.36,HOLD,34,6650,6780
2020-08-20,PC1,50.08,HOLD,35,7320,7410
2020-08-20,IDJ,49.98,HOLD,36,6050,6180
2020-08-20,DPM,49.9,HOLD,37,4910,4970
2020-08-20,HPX,49.84,HOLD,38,19920,20050
2020-08-20,DGC,49.59,HOLD,39,8960,9050
2020-08-20,HDG,49.51,HOLD,40,8210,8300
2020-08-20,LIX,49.42,HOLD,41,18810,18920
2020-08-20,CRC,49.4,HOLD,42,9660,9740
2020-08-20,MPC,49.21,HOLD,43,10310,10390
2020-08-20,SHB,49.2,HOLD,44,5250,5320
2020-08-20,VRE,49.2,HOLD,45,25200,25350
2020-08-20,ANV,35.03,SELL,46,6730,6250
2020-08-20,ABS,33.6,SELL,47,8350,7710
2020-08-20,AST,33.44,SELL,48,32780,29830
2020-08-20,VND,33.01,SELL,49,2260,2090
2020-08-20,TVB,32.18,SELL,50,4470,4120
2020-08-20,MSH,32.05,SELL,51,8440,7630
2020-08-20,MBG,32.01,SELL,52,4540,3890
2020-08-20,CTI,31.51,SELL,53,10120,9020
2020-08-20,VCS,30.36,SELL,54,39980,35470
2020-08-20,MST,29.03,SELL,55,2070,1770
2020-08-20,TAR,24.61,SELL,56,12600,10570
2020-08-20,TVC,16.78,SELL,57,5390,4130
2020-08-20,VTD,15.33,SELL,58,10290,7850
2020-08-20,TNI,14.33,SELL,59,3020,2310
2020-08-20,DAH,12.52,SELL,60,4720,3610
2020-08-21,HAP,88.18,BUY,1,4680,5900
2020-08-21,TLD,87.01,BUY,2,13000,16220
2020-08-21,AFX,86.75,BUY,3,10480,15330
2020-08-21,DNM,86.39,BUY,4,50840,73120
2020-08-21,SCI,85.51,BUY,5,18420,25550
2020-08-21,LHG,80.22,BUY,6,17080,20400
2020-08-21,MHC,79.74,BUY,7,5030,6030
2020-08-21,TTZ,78.95,BUY,8,4480,5940
2020-08-21,DTD,78.81,BUY,9,7380,9060
2020-08-21,S99,77.46,BUY,10,14000,17380
2020-08-21,DST,76.1,BUY,11,7580,9930
2020-08-21,SEA,75.91,BUY,12,20080,23510
2020-08-21,VIX,75.57,BUY,13,1980,2370
2020-08-21,NRC,75.2,BUY,14,12090,13920
2020-08-21,MLS,74.32,BUY,15,25160,31800
2020-08-21,GIL,73.97,BUY,16,11670,13360
2020-08-21,EVG,71.98,BUY,17,2630,3140
2020-08-21,VCR,71.82,BUY,18,13210,16560
2020-08-21,RAL,71.73,BUY,19,56890,64270
2020-08-21,DGW,71.48,BUY,20,9000,10300
2020-08-21,SWC,71.47,BUY,21,15180,18930
2020-08-21,KDC,71.02,BUY,22,29850,33180
2020-08-21,TCM,70.09,BUY,23,10480,11780
2020-08-21,OGC,69.89,BUY,24,4400,5090
2020-08-21,HPG,69.42,BUY,25,8950,9960
2020-08-21,REE,68.46,BUY,26,16230,17500
2020-08-21,FIT,67.5,BUY,27,8330,9390
2020-08-21,PLC,67.07,BUY,28,15130,17080
2020-08-21,DHC,66.97,BUY,29,17470,19240
2020-08-21,VGC,66.78,BUY,30,16330,18010
2020-08-21,AGR,50.71,HOLD,31,3070,3120
2020-08-21,STH,50.68,HOLD,32,16080,16370
2020-08-21,VJC,50.62,HOLD,33,76020,76810
2020-08-21,KOS,50.37,HOLD,34,21730,21910
2020-08-21,SSI,50.37,HOLD,35,4600,4670
2020-08-21,BCM,50.08,HOLD,36,27420,27740
2020-08-21,PLX,50.04,HOLD,37,37370,37750
2020-08-21,HII,50.03,HOLD,38,7200,7320
2020-08-21,GAS,49.86,HOLD,39,45690,46190
2020-08-21,TTB,49.85,HOLD,40,4650,4720
2020-08-21,BVS,49.62,HOLD,41,7750,7820
2020-08-21,CTG,49.48,HOLD,42,10390,10480
2020-08-21,G36,49.43,HOLD,43,4350,4440
2020-08-21,HT1,49.42,HOLD,44,11170,11270
2020-08-21,PXL,49.4,HOLD,45,9610,9670
2020-08-21,PNJ,32.46,SELL,46,24380,22390
2020-08-21,VPG,31.76,SELL,47,6790,6200
2020-08-21,VGI,30.54,SELL,48,25060,22310
2020-08-21,MBG,29.6,SELL,49,4370,3640
2020-08-21,QCG,28.81,SELL,50,6300,5520
2020-08-21,ABS,28.58,SELL,51,8350,7490
2020-08-21,GEG,27.5,SELL,52,10550,9310
2020-08-21,TAR,27.45,SELL,53,12670,10900
2020-08-21,TVB,25.68,SELL,54,4470,3970
2020-08-21,DPG,24.38,SELL,55,8660,7420
2020-08-21,CTI,23.19,SELL,56,9970,8350
2020-08-21,VTD,17.54,SELL,57,10150,7960
2020-08-21,TNI,15.06,SELL,58,2990,2280
2020-08-21,TVC,14.74,SELL,59,5390,4130
2020-08-21,DAH,14.47,SELL,60,4620,3520
2020-08-24,AFX,89.97,BUY,1,9800,14700
2020-08-24,TLD,88.3,BUY,2,12490,15830
2020-08-24,HAP,86.11,BUY,3,5010,6190
2020-08-24,MLS,85.29,BUY,4,28910,39840
2020-08-24,DNM,81.68,BUY,5,52220,72310
2020-08-24,DTD,80.67,BUY,6,7460,9260
2020-08-24,S99,80.32,BUY,7,14080,17710
2020-08-24,TTZ,80.17,BUY,8,4490,5920
2020-08-24,SCI,79.54,BUY,9,18370,24140
2020-08-24,MHC,78.87,BUY,10,5050,5980
2020-08-24,LHG,77.2,BUY,11,17680,20820
2020-08-24,PLC,75.41,BUY,12,15380,18090
2020-08-24,DGW,74.72,BUY,13,8960,10300
2020-08-24,NRC,74.56,BUY,14,11840,13530
2020-08-24,ICT,74.4,BUY,15,14450,17020
2020-08-24,VGC,74.35,BUY,16,16430,18680
2020-08-24,PLP,73.06,BUY,17,6780,8050
2020-08-24,VNP,72.7,BUY,18,5150,6330
2020-08-24,VIX,72.51,BUY,19,2030,2380
2020-08-24,SZC,72.18,BUY,20,15400,17680
2020-08-24,DST,71.98,BUY,21,6900,8720
2020-08-24,KDC,71.86,BUY,22,30830,34360
2020-08-24,VCR,71.68,BUY,23,13610,16910
2020-08-24,TCM,68.79,BUY,24,10910,12210
2020-08-24,ACL,68.21,BUY,25,13060,15150
2020-08-24,HSG,68.07,BUY,26,6150,6950
2020-08-24,HJS,68.06,BUY,27,19550,20900
2020-08-24,SZL,67.74,BUY,28,13230,14700
2020-08-24,VIB,66.54,BUY,29,4240,4700
2020-08-24,VIP,66.51,BUY,30,3560,3930
2020-08-24,HHS,51.07,HOLD,31,3180,3240
2020-08-24,FMC,51.03,HOLD,32,20040,20410
2020-08-24,HPX,50.97,HOLD,33,19920,20140
2020-08-24,PVI,50.91,HOLD,34,20160,20360
2020-08-24,HAG,50.85,HOLD,35,4230,4300
2020-08-24,MWG,50.83,HOLD,36,25240,25580
2020-08-24,TCB,50.64,HOLD,37,9320,9440
2020-08-24,VNM,50.45,HOLD,38,68790,69670
2020-08-24,DPM,50.29,HOLD,39,5270,5350
2020-08-24,CMX,49.97,HOLD,40,11550,11680
2020-08-24,TCH,49.87,HOLD,41,9580,9660
2020-08-24,LGC,49.71,HOLD,42,38110,38430
2020-08-24,HCM,49.63,HOLD,43,5440,5490
2020-08-24,AGR,49.63,HOLD,44,3110,3140
2020-08-24,L14,49.6,HOLD,45,38900,39600
2020-08-24,BVH,34.81,SELL,46,38580,35670
2020-08-24,CEO,34.54,SELL,47,4480,4130
2020-08-24,PAC,34.48,SELL,48,10870,10110
2020-08-24,VPG,34.34,SELL,49,7020,6510
2020-08-24,QCG,33.75,SELL,50,6450,5890
2020-08-24,PGS,33.4,SELL,51,9630,8680
2020-08-24,AST,31.67,SELL,52,33110,29970
2020-08-24,CTI,29.59,SELL,53,10050,8840
2020-08-24,ABS,28.8,SELL,54,8750,7820
2020-08-24,TVB,26.99,SELL,55,4530,4090
2020-08-24,GEG,26.26,SELL,56,10770,9430
2020-08-24,DAH,16.35,SELL,57,4830,3690
2020-08-24,VTD,16.17,SELL,58,9680,7510
2020-08-24,TNI,16.0,SELL,59,3000,2340
2020-08-24,TVC,13.35,SELL,60,5540,4240
2020-08-25,TLD,91.43,BUY,1,11930,15540
2020-08-25,AFX,86.22,BUY,2,9800,14160
2020-08-25,S99,85.0,BUY,3,14190,17920
2020-08-25,HAP,84.27,BUY,4,5370,6510
2020-08-25,SCI,84.0,BUY,5,18680,24870
2020-08-25,MLS,81.65,BUY,6,31510,42350
2020-08-25,ABC,80.05,BUY,7,12720,15780
2020-08-25,DTD,79.92,BUY,8,7750,9440
2020-08-25,MHC,79.77,BUY,9,5090,6050
2020-08-25,DGW,78.84,BUY,10,9580,11260
2020-08-25,NRC,78.01,BUY,11,11930,13820
2020-08-25,SEA,76.93,BUY,12,22150,26240
2020-08-25,VNP,76.91,BUY,13,5080,6290
2020-08-25,VIX,76.87,BUY,14,2050,2420
2020-08-25,SWC,76.45,BUY,15,14310,18360
2020-08-25,DNM,76.01,BUY,16,53830,70640
2020-08-25,VGC,75.03,BUY,17,16620,18850
2020-08-25,SZC,74.42,BUY,18,15650,17990
2020-08-25,ACL,74.36,BUY,19,12950,15480
2020-08-25,DST,73.2,BUY,20,6620,8390
2020-08-25,LHG,72.89,BUY,21,17530,20200
2020-08-25,SHS,72.66,BUY,22,3560,4050
2020-08-25,ICT,72.44,BUY,23,14570,16750
2020-08-25,DHC,72.35,BUY,24,17750,19770
2020-08-25,PLC,71.7,BUY,25,16190,18460
2020-08-25,GIL,70.32,BUY,26,11270,12640
2020-08-25,TTZ,68.91,BUY,27,4680,5640
2020-08-25,VCR,68.35,BUY,28,14040,16650
2020-08-25,VIP,67.8,BUY,29,3610,3990
2020-08-25,C4G,67.45,BUY,30,4930,5520
2020-08-25,PVT,50.62,HOLD,31,5450,5520
2020-08-25,STH,50.53,HOLD,32,15580,15850
2020-08-25,EIB,50.18,HOLD,33,10930,11030
2020-08-25,HUT,50.04,HOLD,34,2280,2320
2020-08-25,D2D,50.0,HOLD,35,23190,23420
2020-08-25,PVS,49.99,HOLD,36,8050,8120
2020-08-25,PTB,49.91,HOLD,37,19350,19530
2020-08-25,PXL,49.8,HOLD,38,9630,9690
2020-08-25,PHC,49.57,HOLD,39,6630,6670
2020-08-25,PVD,49.53,HOLD,40,4720,4760
2020-08-25,NSC,49.45,HOLD,41,46600,46810
2020-08-25,PET,49.38,HOLD,42,4410,4440
2020-08-25,GVR,49.35,HOLD,43,10400,10460
2020-08-25,VNG,49.34,HOLD,44,15320,15360
2020-08-25,ACB,49.32,HOLD,45,6720,6770
2020-08-25,HAG,34.38,SELL,46,4240,3960
2020-08-25,VGI,34.01,SELL,47,26020,24180
2020-08-25,TAR,33.81,SELL,48,13910,12680
2020-08-25,CTI,33.07,SELL,49,10180,9250
2020-08-25,TVB,33.02,SELL,50,4620,4350
2020-08-25,HAR,32.35,SELL,51,3260,2960
2020-08-25,AST,32.02,SELL,52,34050,31150
2020-08-25,VPG,31.95,SELL,53,6930,6350
2020-08-25,GKM,31.34,SELL,54,9300,8710
2020-08-25,NKG,30.47,SELL,55,3190,2920
2020-08-25,PGS,30.3,SELL,56,9970,8790
2020-08-25,VTD,21.9,SELL,57,9180,7830
2020-08-25,DAH,15.19,SELL,58,4910,3750
2020-08-25,TNI,14.34,SELL,59,3090,2410
2020-08-25,TVC,12.22,SELL,60,5620,4300
2020-08-26,AFX,90.53,BUY,1,9600,14400
2020-08-26,HAP,90.39,BUY,2,5740,7130
2020-08-26,TLD,89.56,BUY,3,12430,15980
2020-08-26,SCI,83.69,BUY,4,20530,27510
2020-08-26,S99,80.26,BUY,5,14340,17610
2020-08-26,PLC,79.49,BUY,6,16750,19830
2020-08-26,DGW,78.96,BUY,7,9580,11150
2020-08-26,DNM,78.52,BUY,8,52970,70420
2020-08-26,SWC,78.44,BUY,9,15110,19690
2020-08-26,MHC,77.71,BUY,10,5110,5930
2020-08-26,MLS,77.55,BUY,11,31440,40870
2020-08-26,LHG,74.64,BUY,12,17530,20380
2020-08-26,ABC,74.34,BUY,13,11940,14460
2020-08-26,NRC,73.73,BUY,14,11850,13420
2020-08-26,DTD,73.31,BUY,15,7640,8900
2020-08-26,SEA,72.84,BUY,16,22230,25760
2020-08-26,TTZ,72.22,BUY,17,4880,6020
2020-08-26,UDC,71.88,BUY,18,5590,6540
2020-08-26,DST,71.62,BUY,19,6020,7610
2020-08-26,GIL,71.28,BUY,20,11310,12750
2020-08-26,FIT,71.11,BUY,21,8700,9820
2020-08-26,SNZ,69.58,BUY,22,26470,31490
2020-08-26,ACL,69.36,BUY,23,12960,14950
2020-08-26,DVN,69.02,BUY,24,10330,11400
2020-08-26,DHA,68.66,BUY,25,21790,23800
2020-08-26,HAH,68.48,BUY,26,3580,3920
2020-08-26,GEX,67.83,BUY,27,9990,10970
2020-08-26,SHS,67.8,BUY,28,3570,3890
2020-08-26,VNP,67.62,BUY,29,5500,6400
2020-08-26,CRE,67.35,BUY,30,5850,6360
2020-08-26,HII,51.24,HOLD,31,7360,7520
2020-08-26,VTP,51.14,HOLD,32,41150,41820
2020-08-26,HT1,50.83,HOLD,33,11840,12000
2020-08-26,SAB,50.83,HOLD,34,66420,67190
2020-08-26,DCL,50.72,HOLD,35,20810,21070
2020-08-26,DCM,50.7,HOLD,36,5980,6050
2020-08-26,VNG,50.61,HOLD,37,14710,14840
2020-08-26,PVI,50.55,HOLD,38,20110,20270
2020-08-26,VCI,50.46,HOLD,39,4350,4400
2020-08-26,FPT,50.42,HOLD,40,18860,18980
2020-08-26,D2D,50.22,HOLD,41,23020,23260
2020-08-26,SHI,50.16,HOLD,42,6010,6080
2020-08-26,VCB,50.1,HOLD,43,35800,36000
2020-08-26,CRC,49.91,HOLD,44,9700,9770
2020-08-26,AAV,49.73,HOLD,45,4890,4960
2020-08-26,ART,34.24,SELL,46,2360,2150
2020-08-26,G36,33.78,SELL,47,4390,3960
2020-08-26,CII,33.65,SELL,48,13240,12510
2020-08-26,TTB,33.42,SELL,49,4870,4460
2020-08-26,VJC,33.28,SELL,50,76190,72270
2020-08-26,VPG,32.75,SELL,51,6790,6250
2020-08-26,AST,31.38,SELL,52,33800,31020
2020-08-26,QCG,28.39,SELL,53,6290,5600
2020-08-26,PGS,24.8,SELL,54,9200,7710
2020-08-26,CTI,22.71,SELL,55,10180,8600
2020-08-26,TVB,21.34,SELL,56,4640,4160
2020-08-26,VTD,19.16,SELL,57,10220,8130
2020-08-26,TNI,19.14,SELL,58,3100,2520
2020-08-26,TVC,15.18,SELL,59,5560,4240
2020-08-26,DAH,13.63,SELL,60,4860,3700
2020-08-27,AFX,90.33,BUY,1,9600,14310
2020-08-27,TLD,89.0,BUY,2,12740,16120
2020-08-27,HAP,88.0,BUY,3,6150,7490
2020-08-27,S99,85.49,BUY,4,14440,18030
2020-08-27,SCI,84.24,BUY,5,22600,29930
2020-08-27,MLS,82.74,BUY,6,31020,41580
2020-08-27,PTL,80.61,BUY,7,7640,9170
2020-08-27,VCR,80.58,BUY,8,17250,22520
2020-08-27,MCP,79.02,BUY,9,14590,16890
2020-08-27,VNP,78.94,BUY,10,5830,7340
2020-08-27,OGC,78.5,BUY,11,4940,5840
2020-08-27,SNZ,77.01,BUY,12,27720,34400
2020-08-27,GIL,75.83,BUY,13,11320,13000
2020-08-27,VRG,75.55,BUY,14,12250,14150
2020-08-27,MHC,75.49,BUY,15,5450,6320
2020-08-27,LHG,75.46,BUY,16,18760,22000
2020-08-27,DTD,75.18,BUY,17,7530,8800
2020-08-27,LIG,75.01,BUY,18,4590,5530
2020-08-27,VPS,74.25,BUY,19,11640,14670
2020-08-27,DGW,72.59,BUY,20,9610,10840
2020-08-27,NRC,72.58,BUY,21,12440,14040
2020-08-27,DNM,71.14,BUY,22,51380,63840
2020-08-27,TTZ,70.97,BUY,23,4980,6050
2020-08-27,SEA,70.63,BUY,24,21990,25180
2020-08-27,VGC,70.32,BUY,25,16220,17960
2020-08-27,CRE,69.96,BUY,26,6110,6750
2020-08-27,GEX,69.87,BUY,27,10010,11080
2020-08-27,SHS,69.3,BUY,28,3640,3990
2020-08-27,PLC,68.05,BUY,29,16590,18560
2020-08-27,GMD,67.8,BUY,30,15990,17450
2020-08-27,CRC,50.68,HOLD,31,9700,9800
2020-08-27,DRC,50.36,HOLD,32,9460,9540
2020-08-27,BCM,50.1,HOLD,33,27420,27740
2020-08-27,TCM,49.98,HOLD,34,10890,10990
2020-08-27,C32,49.78,HOLD,35,9930,10000
2020-08-27,AGG,49.67,HOLD,36,13050,13090
2020-08-27,PHC,49.65,HOLD,37,6700,6710
2020-08-27,TLG,49.53,HOLD,38,20720,20820
2020-08-27,ITA,49.46,HOLD,39,4240,4290
2020-08-27,CEO,49.43,HOLD,40,4760,4790
2020-08-27,SBT,49.15,HOLD,41,10260,10300
2020-08-27,PNJ,49.13,HOLD,42,26000,26060
2020-08-27,LGC,49.12,HOLD,43,39650,39890
2020-08-27,SRA,49.12,HOLD,44,8430,8500
2020-08-27,HPX,49.12,HOLD,45,20110,20180
2020-08-27,G36,34.76,SELL,46,4390,4020
2020-08-27,PGS,34.23,SELL,47,9640,8790
2020-08-27,PGC,33.96,SELL,48,9690,9130
2020-08-27,NVB,33.74,SELL,49,6530,6200
2020-08-27,MSH,33.61,SELL,50,8750,8160
2020-08-27,NKG,33.29,SELL,51,3410,3160
2020-08-27,TAR,32.71,SELL,52,14890,13630
2020-08-27,VGI,32.38,SELL,53,25850,24330
2020-08-27,MBG,29.58,SELL,54,4730,4020
2020-08-27,CTI,26.28,SELL,55,10280,9020
2020-08-27,TVB,25.99,SELL,56,4710,4350
2020-08-27,TVC,21.23,SELL,57,5490,4480
2020-08-27,TNI,18.24,SELL,58,3070,2520
2020-08-27,VTD,16.77,SELL,59,10990,8560
2020-08-27,DAH,13.4,SELL,60,4860,3700
2020-08-28,AFX,90.4,BUY,1,10180,15200
2020-08-28,TLD,88.85,BUY,2,12570,15930
2020-08-28,HAP,87.68,BUY,3,6580,7980
2020-08-28,LHG,84.68,BUY,4,20040,24760
2020-08-28,PTL,82.82,BUY,5,8170,9950
2020-08-28,S99,82.39,BUY,6,15840,19780
2020-08-28,SCI,80.31,BUY,7,24820,32000
2020-08-28,VNP,77.0,BUY,8,5740,7150
2020-08-28,LIG,76.65,BUY,9,4960,6060
2020-08-28,PLC,75.9,BUY,10,16740,19510
2020-08-28,VPS,75.77,BUY,11,11140,14240
2020-08-28,VCR,75.04,BUY,12,17900,22450
2020-08-28,VRG,74.42,BUY,13,12790,14590
2020-08-28,MLS,74.41,BUY,14,31490,39580
2020-08-28,CRE,73.65,BUY,15,6300,7070
2020-08-28,OGC,73.22,BUY,16,5060,5810
2020-08-28,TCM,72.57,BUY,17,11010,12290
2020-08-28,DTD,71.83,BUY,18,7610,8730
2020-08-28,ICT,71.65,BUY,19,14280,16250
2020-08-28,MHC,71.55,BUY,20,5820,6650
2020-08-28,DNM,71.47,BUY,21,51460,63460
2020-08-28,MCP,70.99,BUY,22,15580,17450
2020-08-28,GIL,70.45,BUY,23,11320,12650
2020-08-28,KDC,70.32,BUY,24,32040,35240
2020-08-28,NVL,70.27,BUY,25,32560,34480
2020-08-28,UDC,70.11,BUY,26,6200,7210
2020-08-28,ACL,69.09,BUY,27,13940,16070
2020-08-28,NRC,68.94,BUY,28,12480,13570
2020-08-28,SNZ,68.93,BUY,29,27870,32260
2020-08-28,VIB,68.46,BUY,30,4540,4890
2020-08-28,LIX,51.46,HOLD,31,19290,19480
2020-08-28,LDG,51.4,HOLD,32,5810,5900
2020-08-28,KSB,51.26,HOLD,33,18150,18490
2020-08-28,TSC,51.11,HOLD,34,2450,2500
2020-08-28,SAB,51.1,HOLD,35,65270,65970
2020-08-28,TDH,51.05,HOLD,36,8180,8310
2020-08-28,VRE,51.01,HOLD,37,26130,26370
2020-08-28,FIR,50.82,HOLD,38,10150,10190
2020-08-28,KBC,50.76,HOLD,39,10400,10500
2020-08-28,VPI,50.69,HOLD,40,20450,20550
2020-08-28,VCS,50.69,HOLD,41,42710,43080
2020-08-28,VNG,50.68,HOLD,42,15010,15140
2020-08-28,PXL,50.64,HOLD,43,10780,10940
